file_index,file_name,state,drift_alert,structural_drift_score,relational_stability_score,system_health,lead_time_hours,lead_time_confidence,drift_velocity,latest_instability,confidence_score,interpreted_state,regime_name,engine_ready
182,2004.02.13.16.42.39,WATCH,False,3.6674,0.4624,43,,0.46,-1.5877,0.815,0.5699,EMERGING_TRANSITION,DEGRADING,True
183,2004.02.13.16.52.39,WATCH,False,3.9784,0.4393,37,1.7,0.44,0.311,0.8841,0.5514,EMERGING_TRANSITION,DEGRADING,True
184,2004.02.13.17.02.39,WATCH,False,7.0202,0.4599,29,0.0,0.46,3.0418,1.0,0.5679,EMERGING_TRANSITION,DEGRADING,True
185,2004.02.13.17.12.39,WATCH,False,5.6634,0.4638,29,,0.46,-1.3568,1.0,0.571,EMERGING_TRANSITION,DEGRADING,True
186,2004.02.13.17.22.39,WATCH,False,6.2024,0.4209,28,0.0,0.42,0.539,1.0,0.5367,EMERGING_TRANSITION,DEGRADING,True
187,2004.02.13.17.32.39,WATCH,False,4.009,0.4091,36,,0.41,-2.1934,0.8909,0.5273,EMERGING_TRANSITION,DEGRADING,True
188,2004.02.13.17.42.39,WATCH,False,5.551,0.4086,28,0.0,0.41,1.542,1.0,0.5269,EMERGING_TRANSITION,DEGRADING,True
189,2004.02.13.17.52.39,WATCH,False,4.1389,0.3633,33,,0.36,-1.4122,0.9197,0.4906,EMERGING_TRANSITION,DEGRADING,True
190,2004.02.13.18.02.39,WATCH,False,4.1833,0.3496,32,7.1,0.35,0.0444,0.9296,0.4797,EMERGING_TRANSITION,DEGRADING,True
191,2004.02.13.18.12.39,WATCH,False,4.083,0.3756,34,,0.38,-0.1003,0.9073,0.5004,EMERGING_TRANSITION,DEGRADING,True
192,2004.02.13.18.22.39,WATCH,False,4.55,0.4215,28,0.0,0.42,0.467,1.0,0.5372,EMERGING_TRANSITION,DEGRADING,True
193,2004.02.13.18.32.39,WATCH,False,5.7416,0.4318,29,0.0,0.43,1.1916,1.0,0.5455,EMERGING_TRANSITION,DEGRADING,True
194,2004.02.13.18.42.39,WATCH,False,6.3197,0.4386,29,0.0,0.44,0.5782,1.0,0.5509,EMERGING_TRANSITION,DEGRADING,True
195,2004.02.13.18.52.39,WATCH,False,5.6897,0.4314,29,,0.43,-0.63,1.0,0.5451,EMERGING_TRANSITION,DEGRADING,True
196,2004.02.13.19.02.39,WATCH,False,4.4742,0.3584,27,,0.36,-1.2155,0.9943,0.4867,EMERGING_TRANSITION,DEGRADING,True
197,2004.02.13.19.12.39,WATCH,False,3.7374,0.3264,39,,0.35,-0.7368,0.8305,0.4611,EMERGING_TRANSITION,DEGRADING,True
198,2004.02.13.19.22.39,WATCH,False,3.4308,0.3547,45,,0.35,-0.3066,0.7624,0.4838,EMERGING_TRANSITION,DEGRADING,True
199,2004.02.13.19.32.39,WATCH,False,3.3904,0.3793,47,,0.38,-0.0404,0.7534,0.5035,EMERGING_TRANSITION,DEGRADING,True
200,2004.02.13.19.42.39,WATCH,False,3.1656,0.3894,51,,0.39,-0.2248,0.7035,0.5115,EMERGING_TRANSITION,DEGRADING,True
