asset_id,timestamp,cycle,structural_drift_score,composite_instability,trend,phase,risk_level,estimated_rul,operator_message,structural_analysis_available
unit_002,2025-01-01T00:29:00+00:00,29,1.8325,897.9845,unstable,unstable,HIGH,309,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:30:00+00:00,30,2.7495,810.7885,unstable,unstable,HIGH,308,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:31:00+00:00,31,5.8424,531.6359,unstable,unstable,HIGH,307,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T00:32:00+00:00,32,5.903,552.6851,unstable,unstable,HIGH,306,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T00:33:00+00:00,33,2.9268,826.6,unstable,unstable,HIGH,305,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:34:00+00:00,34,1.5092,1323.2059,unstable,unstable,HIGH,304,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:35:00+00:00,35,1.8332,1703.5302,unstable,unstable,HIGH,303,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:36:00+00:00,36,2.2696,1977.3367,unstable,unstable,HIGH,302,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:37:00+00:00,37,2.3252,1934.3161,unstable,unstable,HIGH,301,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:38:00+00:00,38,2.7939,2096.0155,unstable,unstable,HIGH,300,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:39:00+00:00,39,2.7931,2099.0106,unstable,unstable,HIGH,299,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:40:00+00:00,40,5.04,2625.9117,unstable,unstable,HIGH,298,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T00:41:00+00:00,41,4.7871,2380.8651,unstable,unstable,HIGH,297,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T00:42:00+00:00,42,4.8356,2093.0665,unstable,unstable,HIGH,296,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T00:43:00+00:00,43,4.5619,1675.7685,unstable,unstable,HIGH,295,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T00:44:00+00:00,44,1.7887,1204.4973,unstable,unstable,HIGH,294,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:45:00+00:00,45,1.7809,1203.5467,unstable,unstable,HIGH,293,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:46:00+00:00,46,2.3806,1215.9294,unstable,unstable,HIGH,292,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:47:00+00:00,47,2.3121,1398.7539,unstable,unstable,HIGH,291,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:48:00+00:00,48,2.3081,1400.6674,unstable,unstable,HIGH,290,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:49:00+00:00,49,1.5416,1566.6966,unstable,unstable,HIGH,289,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:50:00+00:00,50,1.3479,1656.6133,unstable,unstable,HIGH,288,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T00:51:00+00:00,51,1.3494,1657.6789,unstable,unstable,HIGH,287,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T00:52:00+00:00,52,2.0646,2082.0078,unstable,unstable,HIGH,286,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:53:00+00:00,53,1.3167,1625.3053,unstable,unstable,HIGH,285,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T00:54:00+00:00,54,1.3618,1615.5209,unstable,unstable,HIGH,284,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T00:55:00+00:00,55,1.1181,1259.6029,unstable,unstable,HIGH,283,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T00:56:00+00:00,56,2.988,742.3143,unstable,unstable,HIGH,282,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:57:00+00:00,57,2.6605,730.5684,unstable,unstable,HIGH,281,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T00:58:00+00:00,58,0.7828,1210.9794,unstable,unstable,HIGH,280,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T00:59:00+00:00,59,0.9095,1162.7538,unstable,unstable,HIGH,279,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:00:00+00:00,60,4.7888,721.3326,unstable,unstable,HIGH,278,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:01:00+00:00,61,1.1216,1182.7798,unstable,unstable,HIGH,277,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:02:00+00:00,62,0.6941,1527.6265,unstable,unstable,HIGH,276,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:03:00+00:00,63,1.1276,1573.2829,unstable,unstable,HIGH,275,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:04:00+00:00,64,1.2642,1986.8929,unstable,unstable,HIGH,274,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:05:00+00:00,65,1.8569,2301.903,unstable,unstable,HIGH,273,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:06:00+00:00,66,1.8565,2296.5818,unstable,unstable,HIGH,272,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:07:00+00:00,67,1.8351,2187.9362,unstable,unstable,HIGH,271,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:08:00+00:00,68,1.8494,2186.1714,unstable,unstable,HIGH,270,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:09:00+00:00,69,1.7815,2345.0912,unstable,unstable,HIGH,269,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:10:00+00:00,70,1.6236,2035.8638,unstable,unstable,HIGH,268,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:11:00+00:00,71,1.6233,2036.9427,unstable,unstable,HIGH,267,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:12:00+00:00,72,1.4243,1645.0058,unstable,unstable,HIGH,266,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:13:00+00:00,73,5.4325,1180.7566,unstable,unstable,HIGH,265,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:14:00+00:00,74,5.2915,806.419,unstable,unstable,HIGH,264,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:15:00+00:00,75,5.3674,823.7918,unstable,unstable,HIGH,263,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:16:00+00:00,76,2.023,1232.6647,unstable,unstable,HIGH,262,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:17:00+00:00,77,4.7532,611.6856,unstable,unstable,HIGH,261,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:18:00+00:00,78,2.8788,1046.5998,unstable,unstable,HIGH,260,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:19:00+00:00,79,2.7341,1038.1675,unstable,unstable,HIGH,259,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:20:00+00:00,80,2.723,1038.6932,unstable,unstable,HIGH,258,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:21:00+00:00,81,1.73,1568.9619,unstable,unstable,HIGH,257,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:22:00+00:00,82,1.4221,1647.6234,unstable,unstable,HIGH,256,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:23:00+00:00,83,1.607,2031.4161,unstable,unstable,HIGH,255,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:24:00+00:00,84,1.4338,1644.8826,unstable,unstable,HIGH,254,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:25:00+00:00,85,1.4341,1643.0696,unstable,unstable,HIGH,253,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:26:00+00:00,86,1.2733,1273.8096,unstable,unstable,HIGH,252,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:27:00+00:00,87,1.4679,1296.3598,unstable,unstable,HIGH,251,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:28:00+00:00,88,1.5814,1646.1851,unstable,unstable,HIGH,250,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:29:00+00:00,89,4.0187,1256.3713,unstable,unstable,HIGH,249,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:30:00+00:00,90,9.4722,928.1069,unstable,unstable,HIGH,248,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:31:00+00:00,91,6.9399,975.3993,unstable,unstable,HIGH,247,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:32:00+00:00,92,6.9361,975.0275,unstable,unstable,HIGH,246,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:33:00+00:00,93,1.8053,1590.0938,unstable,unstable,HIGH,245,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:34:00+00:00,94,1.8024,1590.8395,unstable,unstable,HIGH,244,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:35:00+00:00,95,1.4452,1688.7018,unstable,unstable,HIGH,243,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:36:00+00:00,96,0.894,1257.5117,unstable,unstable,HIGH,242,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:37:00+00:00,97,0.8864,1259.936,unstable,unstable,HIGH,241,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:38:00+00:00,98,1.4677,1383.7513,unstable,unstable,HIGH,240,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:39:00+00:00,99,1.572,1395.008,unstable,unstable,HIGH,239,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:40:00+00:00,100,3.1913,1176.71,unstable,unstable,HIGH,238,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T01:41:00+00:00,101,1.936,1129.2815,unstable,unstable,HIGH,237,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:42:00+00:00,102,1.944,1129.8426,unstable,unstable,HIGH,236,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:43:00+00:00,103,1.9125,1110.3657,unstable,unstable,HIGH,235,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:44:00+00:00,104,2.6165,1643.0879,unstable,unstable,HIGH,234,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:45:00+00:00,105,0.8662,1215.0318,unstable,unstable,HIGH,233,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:46:00+00:00,106,2.653,906.5862,unstable,unstable,HIGH,232,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:47:00+00:00,107,2.6562,907.0355,unstable,unstable,HIGH,231,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:48:00+00:00,108,2.6527,906.8957,unstable,unstable,HIGH,230,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:49:00+00:00,109,2.7811,928.293,unstable,unstable,HIGH,229,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:50:00+00:00,110,0.923,1255.0209,unstable,unstable,HIGH,228,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:51:00+00:00,111,1.4554,1697.1587,unstable,unstable,HIGH,227,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:52:00+00:00,112,1.45,1699.1008,unstable,unstable,HIGH,226,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T01:53:00+00:00,113,1.5086,1671.8022,unstable,unstable,HIGH,225,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:54:00+00:00,114,2.6113,1656.7773,unstable,unstable,HIGH,224,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:55:00+00:00,115,2.6012,1620.168,unstable,unstable,HIGH,223,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:56:00+00:00,116,1.5637,1631.742,unstable,unstable,HIGH,222,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:57:00+00:00,117,1.5112,1676.6984,unstable,unstable,HIGH,221,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:58:00+00:00,118,2.6039,1179.9211,unstable,unstable,HIGH,220,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T01:59:00+00:00,119,2.6011,1180.6163,unstable,unstable,HIGH,219,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:00:00+00:00,120,0.6047,1252.5414,unstable,unstable,HIGH,218,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:01:00+00:00,121,0.8041,1284.0467,unstable,unstable,HIGH,217,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:02:00+00:00,122,0.8,1277.9144,unstable,unstable,HIGH,216,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:03:00+00:00,123,1.3085,1277.6164,unstable,unstable,HIGH,215,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:04:00+00:00,124,0.8027,1278.497,unstable,unstable,HIGH,214,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:05:00+00:00,125,1.5763,1577.387,unstable,unstable,HIGH,213,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:06:00+00:00,126,1.4552,1695.6467,unstable,unstable,HIGH,212,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:07:00+00:00,127,1.0316,1302.5159,unstable,unstable,HIGH,211,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:08:00+00:00,128,2.8957,857.3972,unstable,unstable,HIGH,210,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:09:00+00:00,129,2.8739,854.9736,unstable,unstable,HIGH,209,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:10:00+00:00,130,3.4465,757.4525,unstable,unstable,HIGH,208,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:11:00+00:00,131,3.2363,747.6477,unstable,unstable,HIGH,207,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:12:00+00:00,132,5.3471,852.8017,unstable,unstable,HIGH,206,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:13:00+00:00,133,4.3301,592.6454,unstable,unstable,HIGH,205,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:14:00+00:00,134,16.4723,311.9215,unstable,unstable,HIGH,204,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:15:00+00:00,135,17.3824,527.9221,unstable,unstable,HIGH,203,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:16:00+00:00,136,18.668,522.349,unstable,unstable,HIGH,202,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:17:00+00:00,137,17.4274,527.5112,unstable,unstable,HIGH,201,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:18:00+00:00,138,7.9081,772.2594,unstable,unstable,HIGH,200,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:19:00+00:00,139,1.9925,1460.1401,unstable,unstable,HIGH,199,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:20:00+00:00,140,1.7901,1127.7477,unstable,unstable,HIGH,198,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:21:00+00:00,141,1.8052,1128.6934,unstable,unstable,HIGH,197,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:22:00+00:00,142,1.624,1111.216,unstable,unstable,HIGH,196,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:23:00+00:00,143,5.1609,757.2875,unstable,unstable,HIGH,195,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:24:00+00:00,144,5.1391,701.6471,unstable,unstable,HIGH,194,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:25:00+00:00,145,5.1386,736.2153,unstable,unstable,HIGH,193,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:26:00+00:00,146,5.0512,735.2533,unstable,unstable,HIGH,192,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:27:00+00:00,147,5.7859,416.9562,unstable,unstable,HIGH,191,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:28:00+00:00,148,5.3467,767.8719,unstable,unstable,HIGH,190,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:29:00+00:00,149,5.3713,767.7585,unstable,unstable,HIGH,189,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:30:00+00:00,150,5.4251,801.1551,unstable,unstable,HIGH,188,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:31:00+00:00,151,5.4702,1059.7542,unstable,unstable,HIGH,187,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:32:00+00:00,152,5.3924,1058.6928,unstable,unstable,HIGH,186,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:33:00+00:00,153,5.359,1021.7079,unstable,unstable,HIGH,185,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:34:00+00:00,154,5.5365,1105.5396,unstable,unstable,HIGH,184,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:35:00+00:00,155,1.1343,1570.2604,unstable,unstable,HIGH,183,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:36:00+00:00,156,1.8317,1124.2328,unstable,unstable,HIGH,182,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:37:00+00:00,157,1.9948,1448.6507,unstable,unstable,HIGH,181,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:38:00+00:00,158,1.2893,1593.9465,unstable,unstable,HIGH,180,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:39:00+00:00,159,1.2774,1603.345,unstable,unstable,HIGH,179,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:40:00+00:00,160,1.2809,1603.6043,unstable,unstable,HIGH,178,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:41:00+00:00,161,1.3972,1623.6243,unstable,unstable,HIGH,177,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:42:00+00:00,162,1.4129,1622.05,unstable,unstable,HIGH,176,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:43:00+00:00,163,1.4066,1620.4884,unstable,unstable,HIGH,175,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:44:00+00:00,164,1.4365,1680.836,unstable,unstable,HIGH,174,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:45:00+00:00,165,0.9668,1299.4246,unstable,unstable,HIGH,173,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:46:00+00:00,166,1.3583,1257.0171,unstable,unstable,HIGH,172,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:47:00+00:00,167,5.8103,1126.8408,unstable,unstable,HIGH,171,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:48:00+00:00,168,6.8962,974.5856,unstable,unstable,HIGH,170,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T02:49:00+00:00,169,1.7816,1588.9097,unstable,unstable,HIGH,169,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:50:00+00:00,170,1.5479,1638.8151,unstable,unstable,HIGH,168,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:51:00+00:00,171,1.1284,1229.0828,unstable,unstable,HIGH,167,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:52:00+00:00,172,0.7032,1562.5795,unstable,unstable,HIGH,166,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:53:00+00:00,173,0.6939,1563.0265,unstable,unstable,HIGH,165,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:54:00+00:00,174,1.2554,1980.434,unstable,unstable,HIGH,164,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:55:00+00:00,175,0.6826,1562.7797,unstable,unstable,HIGH,163,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:56:00+00:00,176,0.6801,1562.5494,unstable,unstable,HIGH,162,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:57:00+00:00,177,1.5489,1572.0046,unstable,unstable,HIGH,161,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T02:58:00+00:00,178,1.2537,1985.0746,unstable,unstable,HIGH,160,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T02:59:00+00:00,179,1.8517,2302.9714,unstable,unstable,HIGH,159,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:00:00+00:00,180,1.973,1706.2626,unstable,unstable,HIGH,158,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:01:00+00:00,181,1.9295,1848.6041,unstable,unstable,HIGH,157,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:02:00+00:00,182,1.7621,1692.1534,unstable,unstable,HIGH,156,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:03:00+00:00,183,1.9329,1765.4066,unstable,unstable,HIGH,155,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:04:00+00:00,184,1.9282,1751.2743,unstable,unstable,HIGH,154,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:05:00+00:00,185,1.7544,1639.4211,unstable,unstable,HIGH,153,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:06:00+00:00,186,1.7494,1629.3219,unstable,unstable,HIGH,152,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:07:00+00:00,187,1.745,1631.2626,unstable,unstable,HIGH,151,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:08:00+00:00,188,1.6912,1654.8374,unstable,unstable,HIGH,150,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:09:00+00:00,189,1.3157,1586.7565,unstable,unstable,HIGH,149,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T03:10:00+00:00,190,1.0928,1511.2802,unstable,unstable,HIGH,148,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T03:11:00+00:00,191,0.8005,1491.3551,unstable,unstable,HIGH,147,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T03:12:00+00:00,192,1.5191,1392.1942,unstable,unstable,HIGH,146,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:13:00+00:00,193,1.3942,1380.7286,unstable,unstable,HIGH,145,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T03:14:00+00:00,194,1.5634,1154.9605,unstable,unstable,HIGH,144,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:15:00+00:00,195,1.5701,1153.467,unstable,unstable,HIGH,143,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:16:00+00:00,196,4.0189,1610.7812,unstable,unstable,HIGH,142,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:17:00+00:00,197,4.0192,1605.7263,unstable,unstable,HIGH,141,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:18:00+00:00,198,3.9388,1866.2899,unstable,unstable,HIGH,140,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:19:00+00:00,199,4.2576,2083.6243,unstable,unstable,HIGH,139,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:20:00+00:00,200,4.5781,2257.7238,unstable,unstable,HIGH,138,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:21:00+00:00,201,4.5757,2257.6707,unstable,unstable,HIGH,137,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:22:00+00:00,202,4.5788,2257.6567,unstable,unstable,HIGH,136,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:23:00+00:00,203,4.5786,2257.4716,unstable,unstable,HIGH,135,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:24:00+00:00,204,3.6266,1403.4478,unstable,unstable,HIGH,134,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:25:00+00:00,205,3.3585,1306.6754,unstable,unstable,HIGH,133,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:26:00+00:00,206,1.9429,1344.0681,unstable,unstable,HIGH,132,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:27:00+00:00,207,1.9306,1342.5328,unstable,unstable,HIGH,131,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:28:00+00:00,208,2.7381,1686.4444,unstable,unstable,HIGH,130,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:29:00+00:00,209,1.6956,1713.3084,unstable,unstable,HIGH,129,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:30:00+00:00,210,1.7329,1689.7362,unstable,unstable,HIGH,128,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:31:00+00:00,211,1.7377,1688.1522,unstable,unstable,HIGH,127,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:32:00+00:00,212,1.4416,1631.1891,unstable,unstable,HIGH,126,System appears stable based on current heuristic interpretation.,True
unit_002,2025-01-01T03:33:00+00:00,213,2.0148,1465.1924,unstable,unstable,HIGH,125,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:34:00+00:00,214,2.2751,1478.7456,unstable,unstable,HIGH,124,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:35:00+00:00,215,3.8618,1054.8967,unstable,unstable,HIGH,123,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:36:00+00:00,216,3.4063,760.2984,unstable,unstable,HIGH,122,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:37:00+00:00,217,3.4192,760.553,unstable,unstable,HIGH,121,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:38:00+00:00,218,2.0163,920.2971,unstable,unstable,HIGH,120,Drift is elevated. Monitor closely for trend continuation.,True
unit_002,2025-01-01T03:39:00+00:00,219,5.0143,832.8887,unstable,unstable,HIGH,119,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:40:00+00:00,220,5.4698,861.9654,unstable,unstable,HIGH,118,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:41:00+00:00,221,5.649,897.0087,unstable,unstable,HIGH,117,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:42:00+00:00,222,5.0498,793.3553,unstable,unstable,HIGH,116,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:43:00+00:00,223,5.1319,864.6653,unstable,unstable,HIGH,115,High instability detected. Immediate operator review advised.,True
unit_002,2025-01-01T03:44:00+00:00,224,5.0656,794.993,unstable,unstable,HIGH,114,High instability detected. Immediate operator review advised.,True
