"unit_id","n_cycles","warning_cycle","lead_time_cycles","false_positive","n_operating_conditions","primary_operating_condition","operating_conditions_present","mean_raw_drift","mean_ema_drift","max_raw_drift","max_ema_drift","quantum_peak","quantum_mean","quantum_variance","information_peak","information_mean","information_variance","free_energy_peak","free_energy_mean","free_energy_variance","topological_peak","topological_mean","topological_variance","algorithmic_peak","algorithmic_mean","algorithmic_variance","inferred_fault_mode","fault_mode_confidence","dominant_component","lead_time_by_condition","component_by_condition","degradation_trajectory","trajectory_variance"
50,172,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2727347487404951,0.2701540268180813,0.7401473708566882,0.5118763484520803,0.4905482280111936,0.22959222277756905,0.012256416874097922,1.0,0.27325581395348836,0.19858707409410495,0.9653722905406477,0.24487928188526895,0.16047849308548062,0.8562117995591415,0.5385474394227261,0.108169298585402,0.44578313253012064,0.05785156128389534,0.01236531006915987,"HPC_like",0.7385084750999288,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.0074375314507477775
51,285,166,91,False,2,1,"[np.int64(1), np.int64(2)]",0.37323269810890397,0.37379378335452906,0.780869035343307,0.6270789366932689,0.5124507068838939,0.2559540109665621,0.019512088587148407,1.0,0.44912280701754387,0.2474115112342259,0.9588373848968392,0.3741742697185397,0.18325933064526737,0.9720294304580538,0.6863148525292464,0.13180762587897815,0.5376963350785342,0.06383711241454426,0.013294235449230512,"HPC_like",0.7802468401307375,"topological","{np.int64(1): 78.0, np.int64(2): 91.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.009486953655160092
52,357,109,213,False,2,1,"[np.int64(1), np.int64(2)]",0.2975333013949784,0.29634518636943635,0.7531485884461722,0.61133103915358,0.48982641692686885,0.24066546027389585,0.01499187894083118,1.0,0.29971988795518206,0.20988787671931508,0.95118681153603,0.2753315100735579,0.17733603822913852,0.9406959407978924,0.5956262028942909,0.12260272727348816,0.6262295081967213,0.059934588751589586,0.01551117671414664,"HPC_like",0.7486508472221713,"quantum","{np.int64(1): 170.0, np.int64(2): 213.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008294893010855538
53,304,95,179,False,2,1,"[np.int64(1), np.int64(2)]",0.30896886791046413,0.3059193260088384,0.778022827339968,0.5560648735235654,0.4687552667121211,0.236811267490279,0.013003547859392534,1.0,0.27960526315789475,0.2014261599722992,0.9453206788115933,0.2576400906881034,0.1713989338129245,0.954247949525032,0.7349606411352292,0.07325433665841144,0.6287804878048779,0.06252057566001722,0.01685984489056774,"HPC_like",0.7721802600447899,"topological","{np.int64(1): 177.0, np.int64(2): 179.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008590023605315461
54,197,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.32821673703979215,0.32341720349054165,0.7408277472751701,0.5946465872959329,0.39331559764806545,0.23358045691904078,0.00992965860591309,1.0,0.43147208121827413,0.24530392434744516,0.969379853791384,0.34530117553627826,0.16243733783014352,0.9551679129102487,0.5058975802315397,0.14892396881805545,0.46523809523809523,0.05329707517524774,0.013013321723152938,"HPC_like",0.7656702554785526,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008489027660978391
55,344,197,113,False,2,1,"[np.int64(1), np.int64(2)]",0.2936030053314855,0.291653564216535,0.7533447542783881,0.553914392366751,0.4284894882071526,0.23249266301630336,0.01026676044130278,1.0,0.3168604651162791,0.2164599107625744,0.9160548194167596,0.2852639489977538,0.17547605246219883,0.9714200197887941,0.5495189455707744,0.11700347982071022,0.47119645494830126,0.05159458512357758,0.010938461120047524,"HPC_like",0.7530678129955121,"topological","{np.int64(1): 113.0, np.int64(2): 111.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00824195362148576
56,347,262,51,False,2,1,"[np.int64(1), np.int64(2)]",0.3285027291799715,0.3304903790119064,0.7877204037779203,0.5772179624229139,0.45787274403447886,0.23502334506715264,0.013111860892997292,1.0,0.30835734870317005,0.2132730942039216,0.9453678875536252,0.2820554761334489,0.17870948643777163,0.9860629712930342,0.7882438446901661,0.052992870285387586,0.64309963099631,0.06258716553818486,0.016564554478068042,"HPC_like",0.78653850792403,"topological","{np.int64(1): 45.0, np.int64(2): 51.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008838814777351973
57,193,49,125,False,2,1,"[np.int64(1), np.int64(2)]",0.3073065466424772,0.30343001668065545,0.710725877031261,0.5467194078478839,0.4600180586413366,0.23033906048104402,0.014912804459048142,1.0,0.2849740932642487,0.20376385943246797,0.9403420392311823,0.2657659580398005,0.1772270000608767,0.9400804078410487,0.7217311379767174,0.05665330265500193,0.4924939467312348,0.055484428776340605,0.014233787436469275,"HPC_like",0.778864883445544,"topological","{np.int64(1): 105.0, np.int64(2): 125.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008862274926161387
58,281,155,98,False,2,1,"[np.int64(1), np.int64(2)]",0.3172870397179496,0.3207276152095926,0.7769146304730234,0.5424681514269237,0.4811546168310288,0.24120422178500583,0.01428007782835577,1.0,0.29537366548042704,0.20812806322108382,0.9456375997771715,0.27458374102472854,0.17988483019028625,0.9624047012707092,0.7343768328169011,0.08865251777488993,0.5136804942630185,0.06009083684860209,0.012495503746624928,"HPC_like",0.7736403107581681,"topological","{np.int64(1): 96.0, np.int64(2): 98.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008560586013715657
59,177,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.30572012345226884,0.30725222541117,0.7341226498702735,0.598009854751699,0.42522008878243783,0.2341285508888202,0.012017182912898312,1.0,0.3107344632768362,0.2141785566088927,0.9203720625870017,0.279968741186544,0.17392970413389897,0.8911842379554074,0.6414538830648089,0.10359870373278725,0.46271409749670644,0.05586111669383601,0.013019637864593644,"HPC_like",0.766547415642531,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007869469813047753
60,218,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.28134296581741347,0.2841995213636728,0.7357634501821156,0.610883411692487,0.42585561495532204,0.2212542237327676,0.008012592078424365,1.0,0.2798165137614679,0.20151923238784616,0.9401197487174974,0.24520051646950197,0.15564948456386118,0.9489663915903469,0.5975544479536298,0.15823889368015454,0.5899233296823659,0.06339299770271366,0.017832591861386547,"HPC_like",0.7550406477601602,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007529906185998745
61,244,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.3108425801112264,0.31508928390801594,0.758422435731262,0.5612646358658046,0.4136208508327877,0.22968582239038152,0.008553557252506441,1.0,0.30327868852459017,0.21130072561139476,0.9132177025405058,0.26870608053594086,0.1660471556863092,0.9708393453446116,0.7060590932013211,0.109124201259911,0.5648893360160965,0.06467081175578063,0.015588632730698757,"HPC_like",0.7742134732169887,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007902959710726644
62,297,79,189,False,2,1,"[np.int64(1), np.int64(2)]",0.2836318398344288,0.28607978869666323,0.687596669938383,0.5435100009617858,0.40740705384319587,0.22885499576692664,0.009685939230600436,1.0,0.27946127946127947,0.2013626727431441,0.9546364962780172,0.25106846174406217,0.16309486657604705,0.9250760024631696,0.5890872687055958,0.12423785806601828,0.645612582781457,0.06533238584379128,0.016965347375896028,"HPC_like",0.7469869348004153,"quantum","{np.int64(1): 183.0, np.int64(2): 189.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008370492219063743
63,170,74,79,False,2,1,"[np.int64(1), np.int64(2)]",0.29966319272682473,0.29414235821279766,0.7854173759611172,0.531551181600401,0.5088095489141343,0.24280282800564373,0.01188297884631884,1.0,0.27647058823529413,0.20003460207612453,0.9816739778404695,0.2516573094870646,0.16674324008662283,0.9285127003716336,0.679721321699996,0.0972020224781753,0.4729986431478968,0.05415037113895761,0.014179848604856335,"HPC_like",0.7630336686525984,"quantum","{np.int64(1): 74.0, np.int64(2): 79.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00875337503816124
64,184,63,103,False,2,1,"[np.int64(1), np.int64(2)]",0.30856732098258893,0.31100311829558847,0.7993048655499466,0.5469042656496661,0.5457939749865319,0.2552855906902087,0.018366654550701654,1.0,0.28804347826086957,0.2050744328922495,0.9816931958806453,0.2706195568040279,0.1814875408101119,0.9703911324583367,0.667843202198439,0.1197264162510766,0.44040920716112525,0.056703825197375705,0.012135931416837702,"HPC_like",0.7539275195845133,"quantum","{np.int64(1): 75.0, np.int64(2): 103.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008359253241638517
65,351,324,"",False,2,1,"[np.int64(1), np.int64(2)]",0.3036305754996371,0.3013172265923496,0.783668017556234,0.5662263192229992,0.4620345138916883,0.23750460121133948,0.01168551733218535,1.0,0.29914529914529914,0.20965738914456855,0.9458210178114618,0.27309221190641014,0.1749269139813698,0.9822789705609205,0.642075528305209,0.1147758153321874,0.602467343976778,0.06663098722847151,0.014392188407046586,"HPC_like",0.7557843003343094,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008272912257447761
66,175,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2846520777422617,0.28340089272549135,0.7238022542960016,0.5658054906443546,0.3970481834412012,0.22194168903464295,0.00915071700440589,1.0,0.2742857142857143,0.1990530612244898,0.935922137217241,0.24124367191485385,0.15457739258606548,0.9847189512333008,0.6325579754754632,0.1372440298948072,0.3852589641434263,0.06365711756150001,0.009650649458790942,"HPC_like",0.7604925961053957,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007740587759742095
67,167,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.305330257631006,0.3007440177627216,0.7117611957260211,0.5189865846056267,0.38894924911094636,0.23474720950770786,0.010921692263098817,1.0,0.31137724550898205,0.21442145648822117,0.9631873122251974,0.27354998906774036,0.1667769585124801,0.9055122363307208,0.6383508893698512,0.09376071713324435,0.4681502086230878,0.06599152182422369,0.01355407705058314,"HPC_like",0.7594988404264985,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.006409603425768005
68,163,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2768638649733623,0.2720392825599823,0.7130146376092279,0.5024086445589919,0.3613783547973027,0.21827481322621242,0.006790126437847172,1.0,0.31901840490797545,0.2172456622379465,0.9094729528954801,0.27398109768259865,0.16056132847185475,0.9402663772332327,0.47127140641567916,0.14806504199150286,0.4707112970711297,0.06139889279633104,0.014453700557912204,"HPC_like",0.7386137924438669,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008623523664761042
69,226,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.27318951635550787,0.2782555705362939,0.7273796063265097,0.5482835011321157,0.3978282418165999,0.2170233661652424,0.009044197618571802,1.0,0.3141592920353982,0.21546323126321568,0.8989852144624983,0.2736045748353727,0.16358241162398204,0.9398705929087262,0.4600089405223183,0.09969706193042857,0.4952681388012619,0.05820427451663321,0.011828189157675752,"HPC_like",0.7377275366709612,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007811213874691932
70,185,46,121,False,2,1,"[np.int64(1), np.int64(2)]",0.32887433204186317,0.324325973044632,0.7682228746910824,0.6632320103541663,0.5456235655630164,0.26024063116286267,0.018478586062194605,1.0,0.31351351351351353,0.21522279035792544,0.9821936553590057,0.2947424828463246,0.190624465577746,0.9866055474534066,0.7228632359341054,0.1319366328875266,0.4076726342710997,0.05045782355245263,0.010199501081519366,"HPC_like",0.7693532968648311,"quantum","{np.int64(1): 110.0, np.int64(2): 121.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008111453550521647
71,312,79,202,False,2,1,"[np.int64(1), np.int64(2)]",0.291007711031721,0.2887799621080574,0.7587619366819728,0.5796081815299254,0.447139065756371,0.23390531788427885,0.012200432454408695,1.0,0.3108974358974359,0.21424022024983563,0.9275030097474737,0.28142717625439273,0.17557220648856017,0.9388796414157047,0.5256228733338367,0.1270004052221215,0.6562450278440731,0.07982890441124332,0.01594512817394524,"HPC_like",0.727248001467044,"quantum","{np.int64(1): 202.0, np.int64(2): 201.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.0079351304588731
72,308,145,133,False,2,1,"[np.int64(1), np.int64(2)]",0.26376299668004255,0.2615177622327849,0.7340450637772572,0.5411446199713472,0.4574038170747319,0.23330115464872847,0.011465318310572091,1.0,0.3051948051948052,0.2120509360769101,0.9484018692373282,0.27467407774783564,0.1723663728145329,0.9302986058813016,0.37957158175877664,0.13448712917142933,0.5796900489396412,0.056033961733390786,0.013542798645711882,"HPC_like",0.7029723130584198,"quantum","{np.int64(1): 131.0, np.int64(2): 133.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008696661419239199
73,181,136,27,False,2,1,"[np.int64(1), np.int64(2)]",0.2964425867932967,0.3020952254253221,0.7121814656159561,0.548335676794649,0.41336187200560887,0.23661664054518533,0.012669818973312803,1.0,0.32044198895027626,0.21775892066786726,0.9431113793002208,0.2824568826786526,0.16992345591153796,0.944374834209424,0.5564013380379041,0.13865139668520593,0.35930232558139547,0.05395520150755932,0.009060618945088588,"HPC_like",0.7510981099453589,"topological","{np.int64(1): 12.0, np.int64(2): 27.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008815099199073565
74,244,123,97,False,2,1,"[np.int64(1), np.int64(2)]",0.27338913764442657,0.27078198358013233,0.7582103575152171,0.5639232082187275,0.4138026965747063,0.22858183085046907,0.007888526848746028,1.0,0.3360655737704918,0.22312550389680194,0.9490028833524473,0.28909312843886975,0.1673119000398455,0.956381727813592,0.3809031010289385,0.12688355263063564,0.516949152542373,0.058441041045481854,0.013868166831225118,"HPC_like",0.7141182385044165,"quantum","{np.int64(1): 97.0, np.int64(2): 96.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.0077589057174395504
75,230,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2886005053704017,0.28607193639302964,0.704337972883607,0.5531512036726193,0.4104700695825548,0.2225840092006166,0.010379236322358626,1.0,0.2826086956521739,0.2027410207939509,0.937136044049093,0.2544745864407409,0.1645835043350429,0.9414741543723071,0.6284965444810795,0.13418639250361192,0.5297805642633228,0.06003729736863172,0.01449265933120123,"HPC_like",0.7632445157980702,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007715955230087445
76,152,88,49,False,2,1,"[np.int64(1), np.int64(2)]",0.2899899727781202,0.2916916265026707,0.6970778081281089,0.5376559065635433,0.3832533024228914,0.23208239162636463,0.009217368042860833,1.0,0.34210526315789475,0.22506925207756237,0.9123838017576099,0.30145341236226814,0.17492113355000402,0.8679980906737604,0.45939724886443195,0.13013941865451767,0.42481536189069424,0.056386696986187736,0.012756311054500478,"HPC_like",0.7353425644810132,"quantum","{np.int64(1): 38.0, np.int64(2): 49.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007601335604772643
77,148,111,23,False,2,1,"[np.int64(1), np.int64(2)]",0.31787663959127604,0.3098569882291518,0.7112045865916647,0.5796846756779185,0.3620948366007316,0.22647224220399406,0.00808713817480438,1.0,0.40540540540540543,0.24105186267348422,0.9526894147351823,0.32270806819154174,0.15819177914887642,0.9555785694109931,0.5244894278304671,0.16985066435382878,0.39726027397260294,0.05368587765848047,0.011369229441031877,"HPC_like",0.7684744959754628,"quantum","{np.int64(1): 8.0, np.int64(2): 23.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008568758983913564
78,250,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.32180710119218714,0.32384707698453347,0.7647456987461321,0.6380052711401448,0.4348979547726358,0.22747783344146197,0.010498424235307623,1.0,0.296,0.208384,0.9170313577168763,0.2660993306057842,0.1684411137055518,0.9752921715412879,0.802031845703418,0.07039455821055465,0.5710679611650484,0.06039108183079054,0.016001170911570262,"HPC_like",0.7922874975048044,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00706800017258429
79,218,125,72,False,2,1,"[np.int64(1), np.int64(2)]",0.30212624352754514,0.29634272428952035,0.7597853783822994,0.5954648834057024,0.4522368343566875,0.23142688058287234,0.013800242777358569,1.0,0.29357798165137616,0.2073899503408804,0.950413451271751,0.2621088086349249,0.16634493401165917,0.9653921028866396,0.6709441824634408,0.12957680490866308,0.5332606324972737,0.06240294843338276,0.014925752410722479,"HPC_like",0.7664963137340147,"topological","{np.int64(1): 57.0, np.int64(2): 72.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008702712870788193
80,305,78,197,False,2,1,"[np.int64(1), np.int64(2)]",0.3006842549757767,0.2975210524368842,0.7080164951741792,0.5825088344780269,0.41042149440797726,0.22437764636407154,0.009571833611081208,1.0,0.3016393442622951,0.21065305025530773,0.921146277582281,0.2671084636860357,0.16522565218562973,0.9581217518094262,0.6488445715472153,0.10302932301482333,0.6422535211267606,0.07212746531692031,0.01608105545654515,"HPC_like",0.7622231590299617,"topological","{np.int64(1): 197.0, np.int64(2): 196.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007740182600494764
81,187,114,55,False,2,1,"[np.int64(1), np.int64(2)]",0.30295017572786154,0.29772791905990353,0.7756333418957088,0.5925174190511217,0.4891447376151989,0.23766694203383584,0.014854829100711038,1.0,0.2994652406417112,0.2097858102891132,0.9352126812222823,0.27560590369588484,0.17772760177314628,0.9318251865239658,0.6354357794784202,0.12303052947503235,0.5337078651685392,0.06347235296343026,0.017076489602622993,"HPC_like",0.7563677403445661,"topological","{np.int64(1): 53.0, np.int64(2): 55.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00854465666204964
82,197,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2804201132336439,0.2771931927101801,0.7477933751676322,0.577437890431238,0.40339096262396723,0.20984921494042438,0.00884660744231587,1.0,0.3096446700507614,0.2137648483599165,0.899408022989084,0.2676535331045607,0.15996524824348501,0.9625536601252976,0.5373165080535395,0.09524532276545847,0.5320481927710844,0.05925998409883192,0.01623550511411222,"HPC_like",0.7588779305046984,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007400589731778071
83,184,149,17,False,2,1,"[np.int64(1), np.int64(2)]",0.274451870634452,0.2752107824373481,0.6859433207487619,0.5295394711846635,0.3926340628025882,0.22961870398294823,0.008709951528163104,1.0,0.33695652173913043,0.2234168241965974,0.8912279048412707,0.2951820513368144,0.17151595955947613,0.9366467667766726,0.37777145824948016,0.1468028454841515,0.5195979899497488,0.05625000000000001,0.016114208688377013,"HPC_like",0.7143017675730436,"quantum","{np.int64(1): 5.0, np.int64(2): 17.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007713500930731717
84,159,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.28770384378888275,0.28601344399586026,0.7069622832593256,0.5157155356798933,0.39716576077538457,0.210050818053482,0.006097958340511034,1.0,0.3081761006289308,0.213203591630078,0.9249426190011786,0.2505768893678547,0.14332797348182424,0.9127934654991698,0.6135357436087596,0.11721607150974235,0.4603174603174602,0.05498833800720593,0.01434698992023067,"HPC_like",0.7766682682432535,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.0072822708730839
85,277,252,"",False,2,1,"[np.int64(1), np.int64(2)]",0.3080388292042031,0.30497711728635185,0.7453330806689253,0.5935636578974233,0.4602359364680083,0.22834299666873742,0.012704606242519753,1.0,0.2924187725631769,0.20691003401582195,0.9399815631023966,0.2644514073180227,0.16958149284215332,0.9673192991778734,0.7190699140701304,0.08566120094511827,0.5335740072202165,0.0568046848866356,0.012121721413469514,"HPC_like",0.7800866237049123,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008192768443890669
86,232,68,141,False,2,1,"[np.int64(1), np.int64(2)]",0.3237129054386099,0.31995339869227873,0.7574944775559475,0.5384363431608732,0.43889355210490055,0.2391662290719398,0.012279186289918175,1.0,0.33620689655172414,0.22317181926278243,0.9121719593455092,0.3033120148825119,0.1816533246397197,0.9567026254607378,0.6768700756902173,0.0699031464100652,0.5108808290155441,0.057183982490619956,0.013648213220024278,"HPC_like",0.7736795025886639,"topological","{np.int64(1): 135.0, np.int64(2): 141.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008816707493382743
87,259,235,"",False,2,1,"[np.int64(1), np.int64(2)]",0.32091398403546045,0.3170288152800497,0.7633519540007747,0.5937845338694427,0.4503536099208088,0.23722134390378918,0.013425852921633785,1.0,0.32432432432432434,0.21913805697589478,0.9210241193930471,0.2930561354520662,0.17894230192269492,0.9864995998252543,0.6890166562707684,0.10933823746969408,0.4811229428848015,0.0670277425221416,0.010945779127253273,"HPC_like",0.7690866878544279,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008693056813613242
88,388,102,248,False,2,1,"[np.int64(1), np.int64(2)]",0.3166032648878741,0.3139294424916776,0.7993216841628412,0.5677458325460611,0.49495904043836003,0.24211611794081042,0.014042650870366227,1.0,0.30412371134020616,0.2116324795408651,0.9691829745178304,0.2746933998877022,0.17391844170967916,0.978785793304897,0.7111008966872832,0.058442085227119016,0.7230263157894736,0.06333687189946516,0.017413537512973185,"HPC_like",0.7687149457722083,"topological","{np.int64(1): 237.0, np.int64(2): 248.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008163111867126167
89,168,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.27058944251898404,0.26605554525148123,0.7859345429091025,0.5437155570200747,0.5235508271486674,0.22914936425154975,0.015543996102763084,1.0,0.25595238095238093,0.19044075963718823,0.9532714422937001,0.23777949955041192,0.16442852812200714,0.9977988784218826,0.560088413558705,0.13610793705665986,0.3890756302521009,0.0628737606153573,0.00984593539789149,"HPC_like",0.7364564266014249,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00900168714312114
90,212,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.31263892067404864,0.3075785429935662,0.7229858436551385,0.5428185842696811,0.37666727465380867,0.23366724366164027,0.0102000839999515,1.0,0.33490566037735847,0.22274385902456392,0.9658552908271426,0.2862766006626628,0.16537727274523126,0.9027539506292868,0.6371052177761134,0.10278559276734382,0.48840909090909096,0.059912296822674176,0.013148467166886786,"HPC_like",0.7680295803753733,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008207675489843528
91,354,172,147,False,2,1,"[np.int64(1), np.int64(2)]",0.2842529536945321,0.2822430490187692,0.7119055166393664,0.5756151429375135,0.4025181514440207,0.22169798684293945,0.007831066237108051,1.0,0.2768361581920904,0.2001978997095343,0.9174604051447333,0.24686962327823897,0.1593299044745927,0.9632048499623451,0.6183795166494793,0.14671167517049583,0.6578260869565216,0.06403665940557979,0.015432618890836924,"HPC_like",0.7580468533301479,"topological","{np.int64(1): 146.0, np.int64(2): 147.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.0075135434131239085
92,191,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.28936273269348545,0.28609310606981075,0.7478720973649299,0.5186598435220162,0.43967551249773906,0.216343155756842,0.009894629631687071,1.0,0.2513089005235602,0.18815273704119953,0.9072166097674934,0.22651683808966502,0.15286222584112527,0.9379505081998012,0.7392726385438725,0.09463217502105889,0.5025703794369645,0.05438297436028891,0.014571273925879634,"HPC_like",0.7853607515982556,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.006428056016745767
93,196,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2946454360002102,0.289274987052484,0.6871212384588613,0.5968820879758197,0.41983366315753823,0.22905438604343453,0.011970036827408312,1.0,0.3163265306122449,0.21626405664306533,0.9267449861146281,0.2805191447645851,0.17032910988212036,0.9450438611486678,0.5649215733600491,0.1111636809976537,0.5428571428571429,0.0600542257719415,0.016706323092767813,"HPC_like",0.752973936992534,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007813535056554168
94,249,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2783977647063672,0.28255921267226464,0.7176882696704463,0.5460602987422998,0.39369814047306906,0.22112285295893797,0.007990886525875901,1.0,0.30120481927710846,0.21048047612135293,0.8904310613994267,0.2640198651460501,0.16174357229479716,0.9374420426332966,0.5178849525910707,0.10916386063088498,0.5517543859649122,0.06272988081538074,0.01369106318219269,"HPC_like",0.7426404981926363,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007332862438849561
95,239,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.3114474212203125,0.30988630602869743,0.7209277315411051,0.624330105050078,0.43322173514774953,0.23356642090583887,0.009073212716843205,1.0,0.33472803347280333,0.22268517708023314,0.9401483719258324,0.29513469834809947,0.17381676951590655,0.9126031872777345,0.6173015844573422,0.0674884394236896,0.5336040609137056,0.060733092421387545,0.013696424882888735,"HPC_like",0.7638669385587422,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007702161436499137
96,270,251,"",False,2,1,"[np.int64(1), np.int64(2)]",0.314781509532771,0.3159100147812003,0.7540811749032089,0.589123720814569,0.44397042473004256,0.23245689721381463,0.01336558245730138,1.0,0.2962962962962963,0.2085048010973937,0.9601650442840437,0.2682832662829648,0.17186661956736138,0.9640702735493869,0.7444250772359584,0.09615051881882185,0.5397285067873304,0.05649951452565833,0.013663009244379853,"HPC_like",0.7826868923132209,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008503868243600169
97,262,130,106,False,2,1,"[np.int64(1), np.int64(2)]",0.3173656646554914,0.3212812963591392,0.7600203339415487,0.5708663373120593,0.4632008838861664,0.23663340962970686,0.013737789715007985,1.0,0.31297709923664124,0.21502243459005888,0.9345570316807149,0.2860049750728565,0.17958866628912615,0.9320218908724505,0.7024480162459504,0.11428649953636784,0.489710009354537,0.05563169505955089,0.012673606452207956,"HPC_like",0.7765027984602884,"topological","{np.int64(1): 58.0, np.int64(2): 106.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00855957947474996
98,245,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.3033123563698035,0.3062057743330087,0.6769596759065581,0.5519498721124572,0.387638128425591,0.224257779721248,0.008026169635702025,1.0,0.3142857142857143,0.2155102040816326,0.9080162872755604,0.27467452549877813,0.16473535345839993,0.9469428256631528,0.6444448655103501,0.10366051652787066,0.5715705765407554,0.05861958955692473,0.015502837726766873,"HPC_like",0.7721685259110248,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008329607401923692
99,167,108,43,False,2,1,"[np.int64(1), np.int64(2)]",0.27839145356980216,0.2745800188499877,0.7035727774349738,0.5127368068987709,0.4318084508241281,0.2304775718524261,0.011264332145914414,1.0,0.2874251497005988,0.2048119330201871,0.9082886684614706,0.25955847464333437,0.16702426771969772,0.9526457286668006,0.5248583852840794,0.15145797943430503,0.530110497237569,0.06751441867645919,0.017132366088907947,"HPC_like",0.73160536850432,"topological","{np.int64(1): 26.0, np.int64(2): 43.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00856611288682011
