t,file_name,raw_state,drift,drift_smooth,state,state_num
368,2004.02.14.23.42.39,WATCH,4.4147,4.953612,STABLE,0
369,2004.02.14.23.52.39,WATCH,4.7189,4.997568,STABLE,0
370,2004.02.15.00.02.39,WATCH,4.1455,5.00106,STABLE,0
371,2004.02.15.00.12.39,WATCH,3.9823,4.975476,STABLE,0
372,2004.02.15.00.22.39,WATCH,4.303,4.940195999999999,STABLE,0
373,2004.02.15.00.32.39,WATCH,4.3286,4.94964,STABLE,0
374,2004.02.15.00.42.39,WATCH,4.9773,4.984052,STABLE,0
375,2004.02.15.00.52.39,WATCH,4.3547,4.943836,STABLE,0
376,2004.02.15.01.02.39,WATCH,4.0536,4.864568,STABLE,0
377,2004.02.15.01.12.39,WATCH,5.5002,4.858264,STABLE,0
378,2004.02.15.01.22.39,WATCH,5.3163,4.851304,STABLE,0
379,2004.02.15.01.32.39,WATCH,5.7071,4.864404,STABLE,0
380,2004.02.15.01.42.39,WATCH,5.007,4.8429079999999995,STABLE,0
381,2004.02.15.01.52.39,WATCH,5.0674,4.7919279999999995,STABLE,0
382,2004.02.15.02.02.39,WATCH,3.1002,4.731056,STABLE,0
383,2004.02.15.02.12.39,WATCH,4.6895,4.747996,STABLE,0
384,2004.02.15.02.22.39,WATCH,4.6119,4.750048,STABLE,0
385,2004.02.15.02.32.39,WATCH,4.2185,4.709448,STABLE,0
386,2004.02.15.02.42.39,WATCH,4.465,4.673952,STABLE,0
387,2004.02.15.02.52.39,WATCH,3.8809,4.646776,STABLE,0
388,2004.02.15.03.02.39,WATCH,4.5487,4.650432,STABLE,0
389,2004.02.15.03.12.39,WATCH,4.4137,4.645548,STABLE,0
390,2004.02.15.03.22.39,WATCH,3.5932,4.578692,STABLE,0
391,2004.02.15.03.32.39,WATCH,3.3628,4.47826,STABLE,0
392,2004.02.15.03.42.39,WATCH,3.6014,4.414496,STABLE,0
393,2004.02.15.03.52.39,WATCH,3.3975,4.373808,STABLE,0
394,2004.02.15.04.02.39,WATCH,2.8378,4.298564,STABLE,0
395,2004.02.15.04.12.39,WATCH,4.1763,4.299796,STABLE,0
396,2004.02.15.04.22.39,WATCH,5.0717,4.343372,STABLE,0
397,2004.02.15.04.32.39,WATCH,5.0376,4.372756000000001,STABLE,0
398,2004.02.15.04.42.39,WATCH,5.8737,4.43456,STABLE,0
399,2004.02.15.04.52.39,WATCH,4.9423,4.43316,STABLE,0
400,2004.02.15.05.02.39,WATCH,6.3541,4.513136,STABLE,0
401,2004.02.15.05.12.39,WATCH,6.1225,4.595892,STABLE,0
402,2004.02.15.05.22.39,WATCH,6.1994,4.62386,STABLE,0
403,2004.02.15.05.32.39,WATCH,4.3889,4.586764,STABLE,0
404,2004.02.15.05.42.39,WATCH,4.5623,4.540972,STABLE,0
405,2004.02.15.05.52.39,WATCH,5.8834,4.576028,STABLE,0
406,2004.02.15.06.02.39,WATCH,5.0576,4.575636,STABLE,0
407,2004.02.15.06.12.39,WATCH,4.6831,4.638952,STABLE,0
408,2004.02.15.06.22.39,WATCH,3.611,4.5958120000000005,STABLE,0
409,2004.02.15.06.32.39,WATCH,3.9006,4.56736,STABLE,0
410,2004.02.15.06.42.39,WATCH,5.0931,4.6023439999999995,STABLE,0
411,2004.02.15.06.52.39,WATCH,3.861,4.578184,STABLE,0
412,2004.02.15.07.02.39,WATCH,5.3518,4.63702,STABLE,0
413,2004.02.15.07.12.39,WATCH,4.8938,4.650824,STABLE,0
414,2004.02.15.07.22.39,WATCH,4.4609,4.652712,STABLE,0
415,2004.02.15.07.32.39,WATCH,4.75,4.698983999999999,STABLE,0
416,2004.02.15.07.42.39,WATCH,5.5995,4.7884519999999995,STABLE,0
417,2004.02.15.07.52.39,WATCH,3.6491,4.79036,STABLE,0
418,2004.02.15.08.02.39,WATCH,7.6714,4.961316,STABLE,0
419,2004.02.15.08.12.39,WATCH,6.0404,5.08942,STABLE,0
420,2004.02.15.08.22.39,WATCH,4.4749,5.101364,STABLE,0
421,2004.02.15.08.32.39,WATCH,4.4389,5.076052000000001,STABLE,0
422,2004.02.15.08.42.39,WATCH,4.3313,5.0478,STABLE,0
423,2004.02.15.08.52.39,WATCH,4.1736,4.9797959999999994,STABLE,0
424,2004.02.15.09.02.39,WATCH,4.8338,4.975456,STABLE,0
425,2004.02.15.09.12.39,WATCH,5.1563,4.927544,STABLE,0
426,2004.02.15.09.22.39,WATCH,4.0328,4.843956,STABLE,0
427,2004.02.15.09.32.39,WATCH,5.2023,4.804072,STABLE,0
428,2004.02.15.09.42.39,WATCH,4.1688,4.795268,STABLE,0
429,2004.02.15.09.52.39,WATCH,5.1093,4.817148,STABLE,0
430,2004.02.15.10.02.39,WATCH,6.4044,4.837987999999999,STABLE,0
431,2004.02.15.10.12.39,WATCH,5.5252,4.856692,STABLE,0
432,2004.02.15.10.22.39,WATCH,4.7498,4.859360000000001,STABLE,0
433,2004.02.15.10.32.39,WATCH,4.9655,4.91354,STABLE,0
434,2004.02.15.10.42.39,WATCH,5.2764,4.968572,STABLE,0
435,2004.02.15.10.52.39,WATCH,4.9202,4.961656,STABLE,0
436,2004.02.15.11.02.39,WATCH,4.8875,5.002716,STABLE,0
437,2004.02.15.11.12.39,WATCH,5.1546,4.994828,STABLE,0
438,2004.02.15.11.22.39,WATCH,4.0372,4.960564,STABLE,0
439,2004.02.15.11.32.39,WATCH,4.712,4.9706079999999995,STABLE,0
440,2004.02.15.11.42.39,WATCH,5.6266,5.005672000000001,STABLE,0
441,2004.02.15.11.52.39,WATCH,5.0064,4.981948,STABLE,0
442,2004.02.15.12.02.39,WATCH,7.0187,5.116732,STABLE,0
443,2004.02.15.12.12.39,WATCH,7.3863,5.105328,STABLE,0
444,2004.02.15.12.22.39,WATCH,5.8594,5.098088000000001,STABLE,0
445,2004.02.15.12.32.39,WATCH,4.7928,5.110804,STABLE,0
446,2004.02.15.12.42.39,WATCH,3.8529,5.087364,STABLE,0
447,2004.02.15.12.52.39,WATCH,3.9236,5.071056,STABLE,0
448,2004.02.15.13.02.39,WATCH,5.5473,5.126004,STABLE,0
449,2004.02.15.13.12.39,WATCH,5.3199,5.145448,STABLE,0
450,2004.02.15.13.22.39,WATCH,4.4222,5.116084,STABLE,0
451,2004.02.15.13.32.39,WATCH,3.6716,5.101636,STABLE,0
452,2004.02.15.13.42.39,WATCH,4.3892,5.0691120000000005,STABLE,0
453,2004.02.15.13.52.39,WATCH,4.1799,5.069556,STABLE,0
454,2004.02.15.14.02.39,WATCH,4.2835,5.036523999999999,STABLE,0
455,2004.02.15.14.12.39,WATCH,4.4277,4.957456,STABLE,0
456,2004.02.15.14.22.39,WATCH,5.4766,4.955512,STABLE,0
457,2004.02.15.14.32.39,WATCH,5.1252,4.970528000000001,STABLE,0
458,2004.02.15.14.42.39,WATCH,5.9403,5.00952,STABLE,0
459,2004.02.15.14.52.39,ALERT,6.0102,5.0388720000000005,STABLE,0
460,2004.02.15.15.02.39,ALERT,7.4227,5.138972,STABLE,0
461,2004.02.15.15.12.39,WATCH,6.6462,5.20932,STABLE,0
462,2004.02.15.15.22.39,WATCH,4.6458,5.188968,STABLE,0
463,2004.02.15.15.32.39,WATCH,3.7913,5.179131999999999,STABLE,0
464,2004.02.15.15.42.39,WATCH,3.6917,5.13832,STABLE,0
465,2004.02.15.15.52.39,WATCH,3.2954,5.045071999999999,STABLE,0
466,2004.02.15.16.02.39,WATCH,5.3441,5.05858,STABLE,0
467,2004.02.15.16.12.39,WATCH,3.8985,4.933772,STABLE,0
468,2004.02.15.16.22.39,WATCH,3.6676,4.785024,STABLE,0
469,2004.02.15.16.32.39,WATCH,4.8585,4.744988,STABLE,0
470,2004.02.15.16.42.39,WATCH,4.6299,4.738472,STABLE,0
471,2004.02.15.16.52.39,WATCH,6.0208,4.825188,STABLE,0
472,2004.02.15.17.02.39,WATCH,4.3859,4.84368,STABLE,0
473,2004.02.15.17.12.39,WATCH,5.2423,4.83148,STABLE,0
474,2004.02.15.17.22.39,WATCH,5.5348,4.840076,STABLE,0
475,2004.02.15.17.32.39,WATCH,4.9759,4.862224,STABLE,0
476,2004.02.15.17.42.39,WATCH,4.9029,4.911476,STABLE,0
477,2004.02.15.17.52.39,WATCH,6.0033,4.97604,STABLE,0
478,2004.02.15.18.02.39,WATCH,5.9228,5.045756,STABLE,0
479,2004.02.15.18.12.39,WATCH,4.6367,5.059883999999999,STABLE,0
480,2004.02.15.18.22.39,WATCH,5.3695,5.097556,STABLE,0
481,2004.02.15.18.32.39,WATCH,5.0234,5.079428,STABLE,0
482,2004.02.15.18.42.39,WATCH,4.4074,5.0507159999999995,STABLE,0
483,2004.02.15.18.52.39,WATCH,5.7899,5.044700000000001,STABLE,0
484,2004.02.15.19.02.39,WATCH,6.4215,5.061152,STABLE,0
485,2004.02.15.19.12.39,WATCH,7.6177,5.0689519999999995,STABLE,0
486,2004.02.15.19.22.39,ALERT,8.5702,5.145912000000001,STABLE,0
487,2004.02.15.19.32.39,ALERT,7.8551,5.274284,STABLE,0
488,2004.02.15.19.42.39,WATCH,5.7236,5.351576,STABLE,0
489,2004.02.15.19.52.39,WATCH,6.4498,5.461899999999999,STABLE,0
490,2004.02.15.20.02.39,WATCH,5.5042,5.5502519999999995,STABLE,0
491,2004.02.15.20.12.39,WATCH,5.6616,5.562952,STABLE,0
492,2004.02.15.20.22.39,WATCH,4.566,5.589652000000001,STABLE,0
493,2004.02.15.20.32.39,WATCH,5.0375,5.644448,STABLE,0
494,2004.02.15.20.42.39,WATCH,7.0609,5.732544000000001,STABLE,0
495,2004.02.15.20.52.39,WATCH,7.2226,5.836252000000001,STABLE,0
496,2004.02.15.21.02.39,WATCH,7.4021,5.891504,STABLE,0
497,2004.02.15.21.12.39,WATCH,5.1847,5.923456,STABLE,0
498,2004.02.15.21.22.39,WATCH,5.3804,5.92898,STABLE,0
499,2004.02.15.21.32.39,WATCH,5.4991,5.927552,STABLE,0
500,2004.02.15.21.42.39,WATCH,4.0615,5.890975999999999,STABLE,0
501,2004.02.15.21.52.39,WATCH,6.131,5.9401,STABLE,0
502,2004.02.15.22.02.39,WATCH,5.1105,5.904388,STABLE,0
503,2004.02.15.22.12.39,WATCH,5.5083,5.887808,STABLE,0
504,2004.02.15.22.22.39,WATCH,5.5922,5.926028,STABLE,0
505,2004.02.15.22.32.39,WATCH,6.5715,5.974108,STABLE,0
506,2004.02.15.22.42.39,WATCH,4.8122,5.965660000000001,STABLE,0
507,2004.02.15.22.52.39,WATCH,5.1772,5.996452000000001,STABLE,0
508,2004.02.15.23.02.39,WATCH,4.8541,5.959020000000001,STABLE,0
509,2004.02.15.23.12.39,WATCH,5.0709,5.904996,STABLE,0
510,2004.02.15.23.22.39,WATCH,5.4832,5.819616,STABLE,0
511,2004.02.15.23.32.39,WATCH,4.7492,5.666776,STABLE,0
512,2004.02.15.23.42.39,WATCH,3.021,5.473412,STABLE,0
513,2004.02.15.23.52.39,WATCH,4.3441,5.418232,STABLE,0
514,2004.02.16.00.02.39,WATCH,4.9714,5.359096000000001,STABLE,0
515,2004.02.16.00.12.39,WATCH,4.8687,5.3336760000000005,STABLE,0
516,2004.02.16.00.22.39,WATCH,4.9771,5.306296,STABLE,0
517,2004.02.16.00.32.39,WATCH,4.4569,5.301932000000001,STABLE,0
518,2004.02.16.00.42.39,WATCH,5.0466,5.302296,STABLE,0
519,2004.02.16.00.52.39,WATCH,4.8207,5.212688000000001,STABLE,0
520,2004.02.16.01.02.39,WATCH,5.4842,5.143152,STABLE,0
521,2004.02.16.01.12.39,WATCH,5.6991,5.075032,STABLE,0
522,2004.02.16.01.22.39,WATCH,4.5382,5.0491719999999995,STABLE,0
523,2004.02.16.01.32.39,WATCH,4.5028,5.014068,STABLE,0
524,2004.02.16.01.42.39,WATCH,4.4298,4.971296,STABLE,0
525,2004.02.16.01.52.39,WATCH,5.7524,5.038932,STABLE,0
526,2004.02.16.02.02.39,WATCH,5.4729,5.012608,STABLE,0
527,2004.02.16.02.12.39,WATCH,6.2013,5.05624,STABLE,0
528,2004.02.16.02.22.39,WATCH,6.61,5.100308,STABLE,0
529,2004.02.16.02.32.39,WATCH,4.8812,5.071868,STABLE,0
530,2004.02.16.02.42.39,WATCH,6.1773,5.0561,STABLE,0
531,2004.02.16.02.52.39,WATCH,6.6262,5.12866,STABLE,0
532,2004.02.16.03.02.39,WATCH,6.5883,5.185104,STABLE,0
533,2004.02.16.03.12.39,WATCH,5.7361,5.220384,STABLE,0
534,2004.02.16.03.22.39,WATCH,7.5038,5.317699999999999,STABLE,0
535,2004.02.16.03.32.39,ALERT,9.1695,5.465152,STABLE,0
536,2004.02.16.03.42.39,ALERT,9.5983,5.659116,STABLE,0
537,2004.02.16.03.52.39,WATCH,8.9122,5.894764,STABLE,0
538,2004.02.16.04.02.39,WATCH,10.9689,6.159756,STABLE,0
539,2004.02.16.04.12.39,ALERT,9.396,6.33674,STABLE,0
540,2004.02.16.04.22.39,WATCH,9.3571,6.516276,STABLE,0
541,2004.02.16.04.32.39,WATCH,8.4759,6.656228,STABLE,0
542,2004.02.16.04.42.39,WATCH,9.375,6.852952,STABLE,0
543,2004.02.16.04.52.39,WATCH,8.9865,7.010548,STABLE,0
544,2004.02.16.05.02.39,WATCH,9.6542,7.203888000000001,STABLE,0
545,2004.02.16.05.12.39,WATCH,9.777,7.3755999999999995,STABLE,0
546,2004.02.16.05.22.39,WATCH,10.9277,7.584744000000001,STABLE,0
547,2004.02.16.05.32.39,WATCH,10.0129,7.803732,STABLE,0
548,2004.02.16.05.42.39,WATCH,9.4512,8.001668,STABLE,0
549,2004.02.16.05.52.39,WATCH,10.1782,8.231603999999999,STABLE,0
550,2004.02.16.06.02.39,WATCH,10.6452,8.427316000000001,STABLE,0
551,2004.02.16.06.12.39,WATCH,11.0299,8.649596,STABLE,0
552,2004.02.16.06.22.39,WATCH,10.8227,8.834452,STABLE,0
553,2004.02.16.06.32.39,WATCH,10.4506,8.988076000000001,STABLE,0
554,2004.02.16.06.42.39,WATCH,10.6956,9.220652,STABLE,0
555,2004.02.16.06.52.39,WATCH,11.5337,9.434908,STABLE,0
556,2004.02.16.07.02.39,WATCH,11.9628,9.648372,STABLE,0
557,2004.02.16.07.12.39,WATCH,11.9956,9.864664,STABLE,0
558,2004.02.16.07.22.39,WATCH,12.6664,10.141876,STABLE,0
559,2004.02.16.07.32.39,WATCH,11.7871,10.313208,STABLE,0
560,2004.02.16.07.42.39,WATCH,13.9874,10.505924,STABLE,0
561,2004.02.16.07.52.39,WATCH,13.8832,10.67732,STABLE,0
562,2004.02.16.08.02.39,WATCH,14.3005,10.892852,STABLE,0
563,2004.02.16.08.12.39,WATCH,13.1648,10.980688,STABLE,0
564,2004.02.16.08.22.39,WATCH,13.3076,11.137152,STABLE,0
565,2004.02.16.08.32.39,WATCH,12.0471,11.244752,STABLE,0
566,2004.02.16.08.42.39,WATCH,12.4262,11.402764,STABLE,0
567,2004.02.16.08.52.39,WATCH,11.9747,11.506751999999999,STABLE,0
568,2004.02.16.09.02.39,WATCH,11.613,11.611812,STABLE,0
569,2004.02.16.09.12.39,WATCH,12.1829,11.71296,STABLE,0
570,2004.02.16.09.22.39,WATCH,11.8295,11.79506,STABLE,0
571,2004.02.16.09.32.39,WATCH,11.3275,11.811052,STABLE,0
572,2004.02.16.09.42.39,WATCH,13.0481,11.93246,STABLE,0
573,2004.02.16.09.52.39,WATCH,13.0722,12.077300000000001,STABLE,0
574,2004.02.16.10.02.39,WATCH,12.2937,12.16192,STABLE,0
575,2004.02.16.10.12.39,WATCH,12.7092,12.24448,STABLE,0
576,2004.02.16.10.22.39,WATCH,12.6295,12.308463999999999,STABLE,0
577,2004.02.16.10.32.39,WATCH,12.2221,12.36444,STABLE,0
578,2004.02.16.10.42.39,WATCH,12.8646,12.460999999999999,STABLE,0
579,2004.02.16.10.52.39,WATCH,13.3062,12.565423999999998,STABLE,0
580,2004.02.16.11.02.39,WATCH,14.3754,12.679092,STABLE,0
581,2004.02.16.11.12.39,WATCH,13.988,12.7601,STABLE,0
582,2004.02.16.11.22.39,WATCH,14.4326,12.857579999999999,STABLE,0
583,2004.02.16.11.32.39,WATCH,13.8008,12.902956000000001,STABLE,0
584,2004.02.16.11.42.39,WATCH,14.1901,12.999076,STABLE,0
585,2004.02.16.11.52.39,WATCH,14.1254,13.004596,STABLE,0
586,2004.02.16.12.02.39,WATCH,13.4455,12.987087999999998,STABLE,0
587,2004.02.16.12.12.39,WATCH,14.1768,12.98214,STABLE,0
588,2004.02.16.12.22.39,WATCH,14.2272,13.024635999999997,STABLE,0
589,2004.02.16.12.32.39,WATCH,13.9288,13.049484,STABLE,0
590,2004.02.16.12.42.39,WATCH,14.4812,13.146848,STABLE,0
591,2004.02.16.12.52.39,WATCH,15.8323,13.283092,STABLE,0
592,2004.02.16.13.02.39,WATCH,14.2949,13.375900000000001,STABLE,0
593,2004.02.16.13.12.39,WATCH,13.5214,13.452236000000001,STABLE,0
594,2004.02.16.13.22.39,WATCH,14.0265,13.525979999999999,STABLE,0
595,2004.02.16.13.32.39,WATCH,14.5794,13.635976000000001,STABLE,0
596,2004.02.16.13.42.39,WATCH,14.8873,13.778368,STABLE,0
597,2004.02.16.13.52.39,WATCH,14.9195,13.853224,STABLE,0
598,2004.02.16.14.02.39,WATCH,14.2826,13.90164,STABLE,0
599,2004.02.16.14.12.39,WATCH,13.9118,13.966363999999999,STABLE,0
600,2004.02.16.14.22.39,WATCH,15.1255,14.063016,STABLE,0
601,2004.02.16.14.32.39,WATCH,14.3141,14.1304,STABLE,0
602,2004.02.16.14.42.39,WATCH,15.352,14.255596,STABLE,0
603,2004.02.16.14.52.39,WATCH,15.5832,14.36434,STABLE,0
604,2004.02.16.15.02.39,WATCH,15.7074,14.460388,STABLE,0
605,2004.02.16.15.12.39,WATCH,15.6426,14.511076000000001,STABLE,0
606,2004.02.16.15.22.39,WATCH,15.6696,14.57834,STABLE,0
607,2004.02.16.15.32.39,WATCH,16.181,14.648276000000001,STABLE,0
608,2004.02.16.15.42.39,WATCH,15.8846,14.731628,STABLE,0
609,2004.02.16.15.52.39,WATCH,16.562,14.826504,STABLE,0
610,2004.02.16.16.02.39,WATCH,17.6922,14.969176,STABLE,0
611,2004.02.16.16.12.39,WATCH,18.4409,15.168992000000001,STABLE,0
612,2004.02.16.16.22.39,WATCH,18.6336,15.347264000000001,STABLE,0
613,2004.02.16.16.32.39,WATCH,19.159,15.544536,STABLE,0
614,2004.02.16.16.42.39,WATCH,18.0466,15.709248,STABLE,0
615,2004.02.16.16.52.39,WATCH,18.9302,15.887208000000001,STABLE,0
616,2004.02.16.17.02.39,WATCH,20.0691,16.05668,STABLE,0
617,2004.02.16.17.12.39,WATCH,17.609,16.189244,STABLE,0
618,2004.02.16.17.22.39,WATCH,17.5695,16.351168,STABLE,0
619,2004.02.16.17.32.39,WATCH,16.7666,16.460772000000002,STABLE,0
620,2004.02.16.17.42.39,WATCH,16.3351,16.531,STABLE,0
621,2004.02.16.17.52.39,WATCH,16.6847,16.602896,STABLE,0
622,2004.02.16.18.02.39,WATCH,18.3293,16.739288,STABLE,0
623,2004.02.16.18.12.39,WATCH,17.8378,16.881496,STABLE,0
624,2004.02.16.18.22.39,WATCH,17.4928,17.024736,STABLE,0
625,2004.02.16.18.32.39,WATCH,17.7516,17.12978,STABLE,0
626,2004.02.16.18.42.39,WATCH,18.4515,17.295276,STABLE,0
627,2004.02.16.18.52.39,WATCH,18.7681,17.43192,STABLE,0
628,2004.02.16.19.02.39,WATCH,19.0195,17.569372,STABLE,0
629,2004.02.16.19.12.39,WATCH,18.8476,17.69498,STABLE,0
630,2004.02.16.19.22.39,WATCH,20.5209,17.890112,STABLE,0
631,2004.02.16.19.32.39,WATCH,18.2309,17.992564,STABLE,0
632,2004.02.16.19.42.39,WATCH,18.8501,18.099328,STABLE,0
633,2004.02.16.19.52.39,WATCH,18.1116,18.188408,STABLE,0
634,2004.02.16.20.02.39,WATCH,18.3379,18.259444000000002,STABLE,0
635,2004.02.16.20.12.39,WATCH,18.2543,18.281928,STABLE,0
636,2004.02.16.20.22.39,WATCH,25.329,18.557452,STABLE,0
637,2004.02.16.20.32.39,WATCH,21.6011,18.676152,STABLE,0
638,2004.02.16.20.42.39,WATCH,20.1376,18.715296000000002,STABLE,0
639,2004.02.16.20.52.39,WATCH,18.076,18.716472,STABLE,0
640,2004.02.16.21.02.39,WATCH,17.8968,18.675136,STABLE,0
641,2004.02.16.21.12.39,WATCH,17.9413,18.590024,STABLE,0
642,2004.02.16.21.22.39,WATCH,19.0006,18.645688,STABLE,0
643,2004.02.16.21.32.39,WATCH,19.1937,18.710656,STABLE,0
644,2004.02.16.21.42.39,WATCH,18.7746,18.790975999999997,STABLE,0
645,2004.02.16.21.52.39,WATCH,20.3521,18.951656,STABLE,0
646,2004.02.16.22.02.39,WATCH,19.4207,19.061096,STABLE,0
647,2004.02.16.22.12.39,WATCH,19.1355,19.093344,STABLE,0
648,2004.02.16.22.22.39,WATCH,21.5821,19.243116,STABLE,0
649,2004.02.16.22.32.39,ALERT,23.9624,19.5019,STABLE,0
650,2004.02.16.22.42.39,WATCH,23.6921,19.73952,STABLE,0
651,2004.02.16.22.52.39,WATCH,24.6726,19.988364,STABLE,0
652,2004.02.16.23.02.39,WATCH,25.7289,20.266796,STABLE,0
653,2004.02.16.23.12.39,WATCH,25.8654,20.540632000000002,STABLE,0
654,2004.02.16.23.22.39,WATCH,26.018,20.827448,STABLE,0
655,2004.02.16.23.32.39,WATCH,26.4582,21.06494,STABLE,0
656,2004.02.16.23.42.39,STABLE,24.4273,21.312796,STABLE,0
657,2004.02.16.23.52.39,WATCH,25.5505,21.580812,STABLE,0
658,2004.02.17.00.02.39,WATCH,26.8337,21.929696000000003,STABLE,0
659,2004.02.17.00.12.39,WATCH,25.356,22.21042,STABLE,0
660,2004.02.17.00.22.39,WATCH,25.2567,22.490516,STABLE,0
661,2004.02.17.00.32.39,WATCH,25.2435,22.487096,STABLE,0
662,2004.02.17.00.42.39,WATCH,26.4526,22.681155999999998,STABLE,0
663,2004.02.17.00.52.39,WATCH,26.3895,22.931232,STABLE,0
664,2004.02.17.01.02.39,WATCH,25.4659,23.226828,STABLE,0
665,2004.02.17.01.12.39,WATCH,25.5236,23.5319,STABLE,0
666,2004.02.17.01.22.39,WATCH,26.0147,23.854836,STABLE,0
667,2004.02.17.01.32.39,WATCH,26.3222,24.1477,STABLE,0
668,2004.02.17.01.42.39,WATCH,25.7984,24.411887999999998,STABLE,0
669,2004.02.17.01.52.39,WATCH,25.7355,24.690324,STABLE,0
670,2004.02.17.02.02.39,WATCH,26.0514,24.918296,STABLE,0
671,2004.02.17.02.12.39,WATCH,26.4094,25.197844000000003,STABLE,0
672,2004.02.17.02.22.39,WATCH,25.587,25.455904,STABLE,0
673,2004.02.17.02.32.39,WATCH,23.8297,25.545808,STABLE,0
674,2004.02.17.02.42.39,WATCH,22.4198,25.484104,STABLE,0
675,2004.02.17.02.52.39,WATCH,24.4152,25.513028,STABLE,0
676,2004.02.17.03.02.39,WATCH,24.857,25.520404,STABLE,0
677,2004.02.17.03.12.39,WATCH,24.1346,25.456632,STABLE,0
678,2004.02.17.03.22.39,WATCH,25.2011,25.430060000000005,STABLE,0
679,2004.02.17.03.32.39,WATCH,25.5702,25.412148000000002,STABLE,0
680,2004.02.17.03.42.39,WATCH,24.4087,25.330168,STABLE,0
681,2004.02.17.03.52.39,WATCH,25.2066,25.36134,STABLE,0
682,2004.02.17.04.02.39,WATCH,24.3179,25.312036,STABLE,0
683,2004.02.17.04.12.39,WATCH,25.0937,25.242435999999998,STABLE,0
684,2004.02.17.04.22.39,WATCH,24.7836,25.21954,STABLE,0
685,2004.02.17.04.32.39,WATCH,25.4524,25.227368000000002,STABLE,0
686,2004.02.17.04.42.39,WATCH,26.792,25.289308000000002,STABLE,0
687,2004.02.17.04.52.39,WATCH,26.1167,25.275872000000003,STABLE,0
688,2004.02.17.05.02.39,WATCH,26.6436,25.286036,STABLE,0
689,2004.02.17.05.12.39,WATCH,26.6121,25.331884,STABLE,0
690,2004.02.17.05.22.39,WATCH,26.0608,25.353372,STABLE,0
691,2004.02.17.05.32.39,WATCH,25.8978,25.348696,STABLE,0
692,2004.02.17.05.42.39,WATCH,26.6649,25.362404,STABLE,0
693,2004.02.17.05.52.39,WATCH,26.3232,25.383396,STABLE,0
694,2004.02.17.06.02.39,WATCH,26.6695,25.420756,STABLE,0
695,2004.02.17.06.12.39,WATCH,26.4049,25.434896,STABLE,0
696,2004.02.17.06.22.39,WATCH,25.7162,25.407168,STABLE,0
697,2004.02.17.06.32.39,WATCH,26.4563,25.44194,STABLE,0
698,2004.02.17.06.42.39,WATCH,27.3845,25.584132,STABLE,0
699,2004.02.17.06.52.39,WATCH,27.0279,25.768456,STABLE,0
700,2004.02.17.07.02.39,WATCH,27.5014,25.891904,STABLE,0
701,2004.02.17.07.12.39,WATCH,29.5565,26.079884000000003,STABLE,0
702,2004.02.17.07.22.39,WATCH,33.6564,26.460755999999996,STABLE,0
703,2004.02.17.07.32.39,ALERT,53.3387,27.586259999999996,STABLE,0
704,2004.02.17.07.42.39,ALERT,65.016,29.164092,WATCH,1
705,2004.02.17.07.52.39,ALERT,72.4559,31.08598,WATCH,1
706,2004.02.17.08.02.39,ALERT,74.758,33.068036,WATCH,1
707,2004.02.17.08.12.39,ALERT,73.7983,35.047252,WATCH,1
708,2004.02.17.08.22.39,WATCH,75.9242,37.080472,WATCH,1
709,2004.02.17.08.32.39,WATCH,74.3793,39.0643,WATCH,1
710,2004.02.17.08.42.39,WATCH,72.9656,40.964828,WATCH,1
711,2004.02.17.08.52.39,WATCH,76.0621,42.935632,WATCH,1
712,2004.02.17.09.02.39,WATCH,75.8924,44.92666,WATCH,1
713,2004.02.17.09.12.39,WATCH,75.2144,46.869492,WATCH,1
714,2004.02.17.09.22.39,WATCH,74.7625,48.795508,WATCH,1
715,2004.02.17.09.32.39,WATCH,75.246,50.762916000000004,WATCH,1
716,2004.02.17.09.42.39,WATCH,76.6094,52.79138,WATCH,1
717,2004.02.17.09.52.39,WATCH,74.6548,54.710976,WATCH,1
718,2004.02.17.10.02.39,WATCH,73.5313,56.5993,WATCH,1
719,2004.02.17.10.12.39,WATCH,72.9636,58.451064,WATCH,1
720,2004.02.17.10.22.39,WATCH,72.8929,60.310584,WATCH,1
721,2004.02.17.10.32.39,WATCH,71.4498,62.139928,WATCH,1
722,2004.02.17.10.42.39,WATCH,70.965,63.920275999999994,WATCH,1
723,2004.02.17.10.52.39,WATCH,68.432,65.562176,WATCH,1
724,2004.02.17.11.02.39,WATCH,67.2176,67.169764,WATCH,1
725,2004.02.17.11.12.39,WATCH,66.5919,68.733384,WATCH,1
726,2004.02.17.11.22.39,WATCH,69.4501,70.329128,WATCH,1
727,2004.02.17.11.32.39,WATCH,71.2013,71.830924,WATCH,1
728,2004.02.17.11.42.39,WATCH,71.3772,72.552464,WATCH,1
729,2004.02.17.11.52.39,WATCH,71.2998,72.80381600000001,WATCH,1
730,2004.02.17.12.02.39,WATCH,70.6893,72.733152,ALERT,2
731,2004.02.17.12.12.39,WATCH,72.3063,72.635084,ALERT,2
732,2004.02.17.12.22.39,WATCH,69.0387,72.4447,ALERT,2
733,2004.02.17.12.32.39,WATCH,68.2077,72.13604000000001,ALERT,2
734,2004.02.17.12.42.39,WATCH,65.6081,71.785192,ALERT,2
735,2004.02.17.12.52.39,WATCH,64.072,71.42944800000001,ALERT,2
736,2004.02.17.13.02.39,WATCH,63.4479,70.92488,ALERT,2
737,2004.02.17.13.12.39,WATCH,65.022,70.49006399999999,ALERT,2
