t,file_name,drift,drift_smooth,state,state_num,drift_diff
331,2004.02.14.17.32.39,2.1313,2.0775,STABLE,0,0.0013239999999998808
332,2004.02.14.17.42.39,1.9733,2.066856,STABLE,0,-0.010644000000000098
333,2004.02.14.17.52.39,2.3819,2.071904,STABLE,0,0.005047999999999941
334,2004.02.14.18.02.39,2.513,2.0911880000000003,STABLE,0,0.0192840000000003
335,2004.02.14.18.12.39,1.9887,2.071504,STABLE,0,-0.019684000000000257
336,2004.02.14.18.22.39,2.1165,2.072852,STABLE,0,0.0013480000000001269
337,2004.02.14.18.32.39,2.3104,2.087572,STABLE,0,0.014720000000000066
338,2004.02.14.18.42.39,2.044,2.076688,STABLE,0,-0.010884000000000338
339,2004.02.14.18.52.39,2.0682,2.057064,STABLE,0,-0.019623999999999864
340,2004.02.14.19.02.39,1.9696,2.045804,STABLE,0,-0.011260000000000048
341,2004.02.14.19.12.39,2.275,2.0665080000000002,STABLE,0,0.020704000000000278
342,2004.02.14.19.22.39,2.3315,2.08276,STABLE,0,0.01625199999999971
343,2004.02.14.19.32.39,2.2492,2.100984,STABLE,0,0.018224000000000018
344,2004.02.14.19.42.39,1.9404,2.102984,STABLE,0,0.002000000000000224
345,2004.02.14.19.52.39,2.091,2.1023280000000004,STABLE,0,-0.0006559999999997679
346,2004.02.14.20.02.39,1.7944,2.099692,STABLE,0,-0.0026360000000003048
347,2004.02.14.20.12.39,1.7107,2.0935,STABLE,0,-0.006191999999999975
348,2004.02.14.20.22.39,1.8781,2.080068,STABLE,0,-0.013432000000000333
349,2004.02.14.20.32.39,2.1003,2.0779080000000003,STABLE,0,-0.0021599999999994957
350,2004.02.14.20.42.39,1.9489,2.07226,STABLE,0,-0.005648000000000319
351,2004.02.14.20.52.39,1.6989,2.063612,STABLE,0,-0.008647999999999989
352,2004.02.14.21.02.39,1.6417,2.043244,STABLE,0,-0.02036799999999994
353,2004.02.14.21.12.39,1.5136,2.026672,STABLE,0,-0.01657200000000003
354,2004.02.14.21.22.39,1.9413,2.030612,STABLE,0,0.003940000000000055
355,2004.02.14.21.32.39,1.9783,2.023608,STABLE,0,-0.007004000000000232
356,2004.02.14.21.42.39,2.3405,2.031976,STABLE,0,0.008367999999999931
357,2004.02.14.21.52.39,2.0362,2.0344919999999997,STABLE,0,0.0025159999999999627
358,2004.02.14.22.02.39,2.0478,2.021128,STABLE,0,-0.01336399999999971
359,2004.02.14.22.12.39,1.9472,1.998496,STABLE,0,-0.022631999999999985
360,2004.02.14.22.22.39,2.1042,2.003116,STABLE,0,0.0046199999999998465
361,2004.02.14.22.32.39,1.896,1.9942960000000003,STABLE,0,-0.008819999999999606
362,2004.02.14.22.42.39,2.2436,1.9916240000000003,STABLE,0,-0.0026720000000000077
363,2004.02.14.22.52.39,2.0813,1.9931159999999999,STABLE,0,0.0014919999999996048
364,2004.02.14.23.02.39,2.0448,1.9921799999999998,STABLE,0,-0.0009360000000000479
365,2004.02.14.23.12.39,1.8507,1.987424,STABLE,0,-0.00475599999999976
366,2004.02.14.23.22.39,1.8135,1.968964,STABLE,0,-0.018460000000000143
367,2004.02.14.23.32.39,2.0198,1.9564960000000002,STABLE,0,-0.012467999999999702
368,2004.02.14.23.42.39,1.6008,1.93056,STABLE,0,-0.02593600000000018
369,2004.02.14.23.52.39,1.6678,1.919656,STABLE,0,-0.010904000000000025
370,2004.02.15.00.02.39,1.8521,1.9101,STABLE,0,-0.00955600000000012
371,2004.02.15.00.12.39,1.8382,1.911852,STABLE,0,0.0017520000000001978
372,2004.02.15.00.22.39,2.5677,1.946132,STABLE,0,0.034279999999999866
373,2004.02.15.00.32.39,2.3522,1.965096,STABLE,0,0.01896399999999998
374,2004.02.15.00.42.39,1.966,1.959724,STABLE,0,-0.005371999999999932
375,2004.02.15.00.52.39,2.0723,1.96466,STABLE,0,0.0049360000000000515
376,2004.02.15.01.02.39,1.4914,1.9563599999999999,STABLE,0,-0.008300000000000196
377,2004.02.15.01.12.39,2.0312,1.9719399999999998,STABLE,0,0.015579999999999927
378,2004.02.15.01.22.39,2.3445,2.005176,STABLE,0,0.033236000000000265
379,2004.02.15.01.32.39,2.203,2.015644,STABLE,0,0.010467999999999922
380,2004.02.15.01.42.39,2.1755,2.0235320000000003,STABLE,0,0.00788800000000034
381,2004.02.15.01.52.39,1.9957,2.0097400000000003,STABLE,0,-0.013792000000000026
382,2004.02.15.02.02.39,1.5827,1.9916,STABLE,0,-0.018140000000000267
383,2004.02.15.02.12.39,1.5399,1.971284,STABLE,0,-0.020316
384,2004.02.15.02.22.39,1.3283,1.9465279999999998,STABLE,0,-0.024756000000000222
385,2004.02.15.02.32.39,1.2212,1.911208,STABLE,0,-0.035319999999999796
386,2004.02.15.02.42.39,1.6335,1.9007079999999998,STABLE,0,-0.010500000000000176
387,2004.02.15.02.52.39,1.5312,1.8722119999999998,STABLE,0,-0.028496000000000077
388,2004.02.15.03.02.39,2.0729,1.871876,STABLE,0,-0.0003359999999996699
389,2004.02.15.03.12.39,2.1514,1.8761400000000001,STABLE,0,0.0042640000000000455
390,2004.02.15.03.22.39,1.8777,1.87722,STABLE,0,0.0010799999999999699
391,2004.02.15.03.32.39,2.0745,1.8876600000000001,STABLE,0,0.010440000000000005
392,2004.02.15.03.42.39,1.853,1.8809879999999999,STABLE,0,-0.006672000000000233
393,2004.02.15.03.52.39,1.8332,1.890284,STABLE,0,0.009296000000000193
394,2004.02.15.04.02.39,1.7801,1.894776,STABLE,0,0.0044919999999999405
395,2004.02.15.04.12.39,1.9163,1.897344,STABLE,0,0.0025679999999999037
396,2004.02.15.04.22.39,2.0323,1.9051079999999998,STABLE,0,0.007763999999999882
397,2004.02.15.04.32.39,2.1312,1.887648,STABLE,0,-0.01745999999999981
398,2004.02.15.04.42.39,2.0417,1.875228,STABLE,0,-0.012420000000000098
399,2004.02.15.04.52.39,2.4217,1.8934559999999998,STABLE,0,0.01822799999999991
400,2004.02.15.05.02.39,1.8099,1.88296,STABLE,0,-0.010495999999999839
401,2004.02.15.05.12.39,1.8452,1.8971120000000001,STABLE,0,0.014152000000000164
402,2004.02.15.05.22.39,1.9597,1.8942520000000003,STABLE,0,-0.0028599999999998627
403,2004.02.15.05.32.39,1.7253,1.869484,STABLE,0,-0.024768000000000345
404,2004.02.15.05.42.39,2.2932,1.8730919999999998,STABLE,0,0.0036079999999998336
405,2004.02.15.05.52.39,2.3487,1.8800199999999998,STABLE,0,0.006928000000000045
406,2004.02.15.06.02.39,2.2251,1.889196,STABLE,0,0.009176000000000295
407,2004.02.15.06.12.39,2.1241,1.9108520000000002,STABLE,0,0.02165600000000012
408,2004.02.15.06.22.39,2.191,1.936896,STABLE,0,0.026043999999999734
409,2004.02.15.06.32.39,1.731,1.953004,STABLE,0,0.01610800000000001
410,2004.02.15.06.42.39,1.913,1.9806759999999999,STABLE,0,0.02767199999999992
411,2004.02.15.06.52.39,1.8043,1.987508,STABLE,0,0.006832000000000171
412,2004.02.15.07.02.39,2.0235,2.0072,STABLE,0,0.019692000000000043
413,2004.02.15.07.12.39,1.85,1.998284,STABLE,0,-0.008916000000000146
414,2004.02.15.07.22.39,2.1917,1.999896,STABLE,0,0.0016119999999999468
415,2004.02.15.07.32.39,1.9164,2.001444,STABLE,0,0.0015479999999998828
416,2004.02.15.07.42.39,1.8504,1.9924799999999998,STABLE,0,-0.008963999999999972
417,2004.02.15.07.52.39,1.7389,1.9879160000000002,STABLE,0,-0.004563999999999568
418,2004.02.15.08.02.39,1.9706,1.993412,STABLE,0,0.005495999999999723
419,2004.02.15.08.12.39,2.0583,2.00454,STABLE,0,0.011128000000000027
420,2004.02.15.08.22.39,1.9989,2.007844,STABLE,0,0.0033039999999999736
421,2004.02.15.08.32.39,1.8568,2.000824,STABLE,0,-0.007019999999999804
422,2004.02.15.08.42.39,1.8832,1.9909040000000002,STABLE,0,-0.009919999999999929
423,2004.02.15.08.52.39,1.969,1.9879959999999999,STABLE,0,-0.0029080000000003547
424,2004.02.15.09.02.39,1.7506,1.9611520000000002,STABLE,0,-0.026843999999999646
425,2004.02.15.09.12.39,2.0631,1.9712800000000001,STABLE,0,0.010127999999999915
426,2004.02.15.09.22.39,2.0044,1.9776479999999999,STABLE,0,0.006367999999999707
427,2004.02.15.09.32.39,2.0674,1.9819559999999998,STABLE,0,0.0043079999999999785
428,2004.02.15.09.42.39,1.7681,1.9836680000000002,STABLE,0,0.0017120000000003799
429,2004.02.15.09.52.39,2.2693,1.9827120000000003,STABLE,0,-0.0009559999999999569
430,2004.02.15.10.02.39,2.2287,1.9779120000000001,STABLE,0,-0.0048000000000001375
431,2004.02.15.10.12.39,2.142,1.974588,STABLE,0,-0.0033240000000001046
432,2004.02.15.10.22.39,2.1176,1.9743279999999999,STABLE,0,-0.000260000000000149
433,2004.02.15.10.32.39,1.997,1.966568,STABLE,0,-0.007759999999999767
434,2004.02.15.10.42.39,2.1027,1.981436,STABLE,0,0.014867999999999881
435,2004.02.15.10.52.39,2.0832,1.988244,STABLE,0,0.006807999999999925
436,2004.02.15.11.02.39,2.1578,2.002384,STABLE,0,0.014140000000000263
437,2004.02.15.11.12.39,2.012,2.0019240000000003,STABLE,0,-0.00045999999999990493
438,2004.02.15.11.22.39,1.8931,2.003648,STABLE,0,0.0017239999999998368
439,2004.02.15.11.32.39,2.4091,2.012344,STABLE,0,0.008696000000000037
440,2004.02.15.11.42.39,2.2579,2.026004,STABLE,0,0.013659999999999783
441,2004.02.15.11.52.39,1.7795,2.023168,STABLE,0,-0.0028359999999998386
442,2004.02.15.12.02.39,1.8918,2.0292839999999996,STABLE,0,0.006115999999999566
443,2004.02.15.12.12.39,1.9743,2.029432,STABLE,0,0.00014800000000025904
444,2004.02.15.12.22.39,1.7488,2.017052,STABLE,0,-0.012379999999999836
445,2004.02.15.12.32.39,1.3488,1.991048,STABLE,0,-0.026004000000000138
446,2004.02.15.12.42.39,1.2238,1.965728,STABLE,0,-0.02532000000000001
447,2004.02.15.12.52.39,1.7076,1.958704,STABLE,0,-0.007023999999999919
448,2004.02.15.13.02.39,2.1156,1.964568,STABLE,0,0.005864000000000091
449,2004.02.15.13.12.39,2.236,1.9839839999999997,STABLE,0,0.019415999999999656
450,2004.02.15.13.22.39,1.969,1.9802199999999999,STABLE,0,-0.0037639999999998786
451,2004.02.15.13.32.39,1.9863,1.9794960000000001,STABLE,0,-0.0007239999999997249
452,2004.02.15.13.42.39,1.9001,1.9728040000000002,STABLE,0,-0.00669199999999992
453,2004.02.15.13.52.39,1.6853,1.9694919999999998,STABLE,0,-0.0033120000000004257
454,2004.02.15.14.02.39,1.6783,1.945852,STABLE,0,-0.023639999999999883
455,2004.02.15.14.12.39,1.8187,1.929452,STABLE,0,-0.01639999999999997
456,2004.02.15.14.22.39,2.2199,1.932568,STABLE,0,0.0031160000000001187
457,2004.02.15.14.32.39,2.5483,1.949796,STABLE,0,0.01722800000000002
458,2004.02.15.14.42.39,2.394,1.965676,STABLE,0,0.015879999999999894
459,2004.02.15.14.52.39,2.4127,1.9780759999999997,STABLE,0,0.012399999999999745
460,2004.02.15.15.02.39,2.18,1.9819479999999998,STABLE,0,0.0038720000000000976
461,2004.02.15.15.12.39,2.212,1.984116,STABLE,0,0.00216800000000017
462,2004.02.15.15.22.39,1.8376,1.9771400000000003,STABLE,0,-0.006975999999999649
463,2004.02.15.15.32.39,1.7559,1.971652,STABLE,0,-0.0054880000000003815
464,2004.02.15.15.42.39,1.9431,1.953012,STABLE,0,-0.01863999999999999
465,2004.02.15.15.52.39,1.9492,1.940664,STABLE,0,-0.012348000000000026
466,2004.02.15.16.02.39,2.1551,1.955688,STABLE,0,0.015024000000000148
467,2004.02.15.16.12.39,1.7419,1.949692,STABLE,0,-0.005996000000000112
468,2004.02.15.16.22.39,1.6886,1.938264,STABLE,0,-0.011427999999999994
469,2004.02.15.16.32.39,1.7638,1.9388640000000001,STABLE,0,0.000600000000000156
470,2004.02.15.16.42.39,1.6106,1.9493360000000002,STABLE,0,0.010472000000000037
471,2004.02.15.16.52.39,1.5849,1.9637799999999999,STABLE,0,0.01444399999999968
472,2004.02.15.17.02.39,2.1461,1.98132,STABLE,0,0.01754000000000011
473,2004.02.15.17.12.39,1.974,1.9756559999999999,STABLE,0,-0.005664000000000113
474,2004.02.15.17.22.39,2.0705,1.969036,STABLE,0,-0.006619999999999848
475,2004.02.15.17.32.39,2.0544,1.972452,STABLE,0,0.0034160000000000856
476,2004.02.15.17.42.39,1.7822,1.964288,STABLE,0,-0.00816400000000006
477,2004.02.15.17.52.39,1.6648,1.9548759999999998,STABLE,0,-0.009412000000000198
478,2004.02.15.18.02.39,2.0651,1.970068,STABLE,0,0.015192000000000094
479,2004.02.15.18.12.39,1.7192,1.971704,STABLE,0,0.0016359999999999708
480,2004.02.15.18.22.39,1.3069,1.951232,STABLE,0,-0.020471999999999824
481,2004.02.15.18.32.39,1.4091,1.9188,STABLE,0,-0.032432000000000016
482,2004.02.15.18.42.39,1.5362,1.878316,STABLE,0,-0.040483999999999964
483,2004.02.15.18.52.39,1.9563,1.860808,STABLE,0,-0.01750800000000008
484,2004.02.15.19.02.39,2.1346,1.849684,STABLE,0,-0.011123999999999912
485,2004.02.15.19.12.39,1.7638,1.833036,STABLE,0,-0.016647999999999996
486,2004.02.15.19.22.39,1.8118,1.8170279999999999,STABLE,0,-0.016008000000000244
487,2004.02.15.19.32.39,1.9099,1.81992,STABLE,0,0.0028920000000001167
488,2004.02.15.19.42.39,2.0932,1.8334119999999998,STABLE,0,0.013491999999999837
489,2004.02.15.19.52.39,1.9526,1.8337919999999999,STABLE,0,0.00038000000000004697
490,2004.02.15.20.02.39,2.0051,1.836028,STABLE,0,0.0022360000000001268
491,2004.02.15.20.12.39,1.8962,1.825672,STABLE,0,-0.010356000000000032
492,2004.02.15.20.22.39,1.9761,1.8350400000000002,STABLE,0,0.009368000000000265
493,2004.02.15.20.32.39,2.2227,1.856404,STABLE,0,0.021363999999999717
494,2004.02.15.20.42.39,2.3186,1.878596,STABLE,0,0.02219199999999999
495,2004.02.15.20.52.39,2.4026,1.910276,STABLE,0,0.03168000000000015
496,2004.02.15.21.02.39,2.3222,1.9397680000000002,STABLE,0,0.029492000000000074
497,2004.02.15.21.12.39,2.2091,1.942288,STABLE,0,0.0025199999999998557
498,2004.02.15.21.22.39,2.2678,1.95404,STABLE,0,0.011751999999999985
499,2004.02.15.21.32.39,2.0579,1.953536,STABLE,0,-0.00050400000000006
500,2004.02.15.21.42.39,1.6272,1.936448,STABLE,0,-0.017087999999999992
501,2004.02.15.21.52.39,2.0289,1.9463160000000002,STABLE,0,0.00986800000000021
502,2004.02.15.22.02.39,2.3336,1.973068,STABLE,0,0.026751999999999887
503,2004.02.15.22.12.39,2.2963,1.9823160000000002,STABLE,0,0.009248000000000145
504,2004.02.15.22.22.39,2.3425,2.007248,STABLE,0,0.024931999999999954
505,2004.02.15.22.32.39,2.7768,2.0660439999999998,STABLE,0,0.058795999999999626
506,2004.02.15.22.42.39,2.9465,2.1275399999999998,STABLE,0,0.061495999999999995
507,2004.02.15.22.52.39,3.287,2.1975719999999996,STABLE,0,0.07003199999999987
508,2004.02.15.23.02.39,3.0388,2.240872,STABLE,0,0.04330000000000034
509,2004.02.15.23.12.39,3.1179,2.280204,STABLE,0,0.03933199999999992
510,2004.02.15.23.22.39,3.1519,2.335728,STABLE,0,0.05552400000000013
511,2004.02.15.23.32.39,2.9924,2.382952,STABLE,0,0.04722399999999993
512,2004.02.15.23.42.39,1.9052,2.382764,STABLE,0,-0.000188000000000077
513,2004.02.15.23.52.39,2.7864,2.410492,STABLE,0,0.027728000000000197
514,2004.02.16.00.02.39,2.5281,2.433512,STABLE,0,0.02301999999999982
515,2004.02.16.00.12.39,2.7379,2.462824,STABLE,0,0.029312000000000005
516,2004.02.16.00.22.39,2.5343,2.4883480000000002,STABLE,0,0.025524000000000324
517,2004.02.16.00.32.39,2.7237,2.518252,STABLE,0,0.02990399999999971
518,2004.02.16.00.42.39,2.1099,2.51374,STABLE,0,-0.0045120000000000715
519,2004.02.16.00.52.39,1.6162,2.4856439999999997,STABLE,0,-0.02809600000000012
520,2004.02.16.01.02.39,2.0822,2.472828,STABLE,0,-0.012815999999999939
521,2004.02.16.01.12.39,2.3117,2.4724079999999997,STABLE,0,-0.00042000000000008697
522,2004.02.16.01.22.39,2.0699,2.46684,STABLE,0,-0.005567999999999795
523,2004.02.16.01.32.39,2.2585,2.4664680000000003,STABLE,0,-0.0003719999999995949
524,2004.02.16.01.42.39,2.2686,2.4748959999999998,STABLE,0,0.008427999999999436
525,2004.02.16.01.52.39,2.8065,2.522068,STABLE,0,0.047172000000000214
526,2004.02.16.02.02.39,3.1997,2.5688999999999997,STABLE,0,0.04683199999999976
527,2004.02.16.02.12.39,2.8058,2.5877879999999998,STABLE,0,0.018888000000000016
528,2004.02.16.02.22.39,2.7162,2.604584,STABLE,0,0.016796000000000255
529,2004.02.16.02.32.39,2.4861,2.610328,STABLE,0,0.005743999999999971
530,2004.02.16.02.42.39,2.3517,2.593324,STABLE,0,-0.01700400000000002
531,2004.02.16.02.52.39,2.6787,2.582612,STABLE,0,-0.010711999999999833
532,2004.02.16.03.02.39,2.4786,2.550276,STABLE,0,-0.03233599999999992
533,2004.02.16.03.12.39,3.2974,2.56062,STABLE,0,0.010343999999999909
534,2004.02.16.03.22.39,4.2865,2.607364,STABLE,0,0.0467439999999999
535,2004.02.16.03.32.39,5.0561,2.683532,STABLE,0,0.07616800000000001
536,2004.02.16.03.42.39,5.3494,2.7778119999999995,STABLE,0,0.09427999999999948
537,2004.02.16.03.52.39,5.2902,2.9132119999999997,STABLE,0,0.1354000000000002
538,2004.02.16.04.02.39,5.2934,3.013492,STABLE,0,0.10028000000000015
539,2004.02.16.04.12.39,5.2722,3.123256,STABLE,0,0.1097640000000002
540,2004.02.16.04.22.39,5.2159,3.2223759999999997,STABLE,0,0.09911999999999965
541,2004.02.16.04.32.39,4.5771,3.3040880000000006,STABLE,0,0.0817120000000009
542,2004.02.16.04.42.39,4.9009,3.3911759999999997,STABLE,0,0.08708799999999917
543,2004.02.16.04.52.39,5.1108,3.5112120000000004,STABLE,0,0.1200360000000007
544,2004.02.16.05.02.39,5.6474,3.6724599999999996,STABLE,0,0.16124799999999917
545,2004.02.16.05.12.39,5.9276,3.8262759999999996,STABLE,0,0.15381599999999995
546,2004.02.16.05.22.39,6.6663,4.00046,STABLE,0,0.17418400000000078
547,2004.02.16.05.32.39,6.3936,4.173408,STABLE,0,0.17294799999999988
548,2004.02.16.05.42.39,6.0567,4.325336,STABLE,0,0.15192799999999984
549,2004.02.16.05.52.39,6.7049,4.502788,STABLE,0,0.17745199999999972
550,2004.02.16.06.02.39,6.8382,4.6640559999999995,STABLE,0,0.16126799999999974
551,2004.02.16.06.12.39,6.8792,4.811235999999999,STABLE,0,0.14717999999999964
552,2004.02.16.06.22.39,6.483,4.958324,STABLE,0,0.147088000000001
553,2004.02.16.06.32.39,6.6577,5.115984,STABLE,0,0.1576599999999999
554,2004.02.16.06.42.39,6.7762,5.2875879999999995,STABLE,0,0.17160399999999942
555,2004.02.16.06.52.39,6.6978,5.461431999999999,STABLE,0,0.1738439999999999
556,2004.02.16.07.02.39,7.4152,5.650892,STABLE,0,0.1894600000000004
557,2004.02.16.07.12.39,7.3008,5.843780000000001,STABLE,0,0.19288800000000084
558,2004.02.16.07.22.39,7.7613,6.022336,STABLE,0,0.1785559999999995
559,2004.02.16.07.32.39,7.6278,6.155988,STABLE,0,0.13365199999999966
560,2004.02.16.07.42.39,7.8007,6.265771999999999,STABLE,0,0.10978399999999944
561,2004.02.16.07.52.39,8.0026,6.371899999999999,STABLE,0,0.106128
562,2004.02.16.08.02.39,7.6825,6.467592,STABLE,0,0.09569200000000055
563,2004.02.16.08.12.39,7.5855,6.559276,STABLE,0,0.09168399999999988
564,2004.02.16.08.22.39,8.0353,6.6698,STABLE,0,0.11052400000000073
565,2004.02.16.08.32.39,7.3332,6.754492,STABLE,0,0.08469199999999955
566,2004.02.16.08.42.39,7.7091,6.879771999999999,STABLE,0,0.12527999999999917
567,2004.02.16.08.52.39,7.5138,6.984287999999999,STABLE,0,0.10451600000000028
568,2004.02.16.09.02.39,7.5037,7.080004,STABLE,0,0.09571600000000036
569,2004.02.16.09.12.39,7.5198,7.1549000000000005,STABLE,0,0.07489600000000074
570,2004.02.16.09.22.39,7.7153,7.226407999999999,STABLE,0,0.0715079999999988
571,2004.02.16.09.32.39,7.5098,7.260148,STABLE,0,0.03374000000000077
572,2004.02.16.09.42.39,8.0923,7.3280959999999995,STABLE,0,0.06794799999999945
573,2004.02.16.09.52.39,8.3022,7.417916,STABLE,0,0.08982000000000046
574,2004.02.16.10.02.39,7.5341,7.451084,STABLE,0,0.033167999999999864
575,2004.02.16.10.12.39,8.0924,7.501251999999999,STABLE,0,0.050167999999999324
576,2004.02.16.10.22.39,7.7145,7.534664,STABLE,0,0.03341200000000111
577,2004.02.16.10.32.39,7.7857,7.586772,STABLE,0,0.0521079999999996
578,2004.02.16.10.42.39,8.072,7.643344,STABLE,0,0.05657200000000007
579,2004.02.16.10.52.39,8.7123,7.720788,STABLE,0,0.07744399999999985
580,2004.02.16.11.02.39,8.9911,7.812519999999999,STABLE,0,0.09173199999999948
581,2004.02.16.11.12.39,8.9373,7.873404000000001,STABLE,0,0.06088400000000149
582,2004.02.16.11.22.39,9.1314,7.946628,STABLE,0,0.07322399999999885
583,2004.02.16.11.32.39,9.204,8.004336,STABLE,0,0.05770800000000076
584,2004.02.16.11.42.39,9.3388,8.072776,STABLE,0,0.06843999999999895
585,2004.02.16.11.52.39,8.9834,8.120084,STABLE,0,0.047308000000001016
586,2004.02.16.12.02.39,9.1294,8.165156,STABLE,0,0.045071999999999335
587,2004.02.16.12.12.39,9.2809,8.229092,STABLE,0,0.06393599999999999
588,2004.02.16.12.22.39,9.4713,8.304524,STABLE,0,0.07543200000000105
589,2004.02.16.12.32.39,9.2068,8.351384,STABLE,0,0.04685999999999879
590,2004.02.16.12.42.39,9.2147,8.426644,STABLE,0,0.0752600000000001
591,2004.02.16.12.52.39,9.5734,8.501216000000001,STABLE,0,0.07457200000000164
592,2004.02.16.13.02.39,9.4049,8.57686,STABLE,0,0.07564399999999871
593,2004.02.16.13.12.39,8.8309,8.629947999999999,STABLE,0,0.053087999999998914
594,2004.02.16.13.22.39,9.335,8.702556,STABLE,0,0.07260800000000067
595,2004.02.16.13.32.39,9.5405,8.775564000000001,STABLE,0,0.07300800000000152
596,2004.02.16.13.42.39,9.4443,8.852944,STABLE,0,0.07737999999999978
597,2004.02.16.13.52.39,9.6791,8.916416,STABLE,0,0.06347199999999908
598,2004.02.16.14.02.39,9.2829,8.955644,STABLE,0,0.039227999999999597
599,2004.02.16.14.12.39,8.9261,9.011324,STABLE,0,0.05568000000000062
600,2004.02.16.14.22.39,9.03,9.048828,STABLE,0,0.037504000000000204
601,2004.02.16.14.32.39,9.05,9.102248,STABLE,0,0.053419999999999135
602,2004.02.16.14.42.39,10.0758,9.193852,STABLE,0,0.09160400000000024
603,2004.02.16.14.52.39,10.1498,9.276964,STABLE,0,0.08311199999999985
604,2004.02.16.15.02.39,10.1112,9.33292,STABLE,0,0.05595600000000012
605,2004.02.16.15.12.39,10.0876,9.376780000000002,STABLE,0,0.04386000000000223
606,2004.02.16.15.22.39,10.0862,9.422736,STABLE,0,0.045955999999998554
607,2004.02.16.15.32.39,10.4857,9.476908000000002,STABLE,0,0.05417200000000122
608,2004.02.16.15.42.39,10.5784,9.531884,STABLE,0,0.05497599999999814
609,2004.02.16.15.52.39,10.5319,9.579608,STABLE,0,0.047724000000000544
610,2004.02.16.16.02.39,10.9657,9.6589,STABLE,0,0.07929199999999881
611,2004.02.16.16.12.39,11.6528,9.759836,STABLE,0,0.1009360000000008
612,2004.02.16.16.22.39,11.6938,9.856352000000001,STABLE,0,0.09651600000000116
613,2004.02.16.16.32.39,11.7147,9.946088,STABLE,0,0.08973599999999848
614,2004.02.16.16.42.39,11.8016,10.04988,STABLE,0,0.10379200000000033
615,2004.02.16.16.52.39,11.9767,10.160359999999999,STABLE,0,0.11047999999999902
616,2004.02.16.17.02.39,12.3385,10.270964,STABLE,0,0.11060400000000037
617,2004.02.16.17.12.39,12.0806,10.377991999999999,STABLE,0,0.10702799999999968
618,2004.02.16.17.22.39,11.9465,10.502616,STABLE,0,0.12462400000000073
619,2004.02.16.17.32.39,11.4527,10.587324,STABLE,0,0.0847080000000009
620,2004.02.16.17.42.39,11.2451,10.655508,STABLE,0,0.06818399999999869
621,2004.02.16.17.52.39,11.4073,10.734028,STABLE,0,0.07852000000000103
622,2004.02.16.18.02.39,12.4118,10.843335999999999,STABLE,0,0.10930799999999863
623,2004.02.16.18.12.39,12.1886,10.959564,STABLE,0,0.11622800000000133
624,2004.02.16.18.22.39,12.1234,11.087456,STABLE,0,0.12789199999999923
625,2004.02.16.18.32.39,12.3865,11.221716,STABLE,0,0.13426000000000116
626,2004.02.16.18.42.39,12.7158,11.368348000000001,STABLE,0,0.14663200000000032
627,2004.02.16.18.52.39,13.0396,11.4869,STABLE,0,0.11855199999999932
628,2004.02.16.19.02.39,12.9704,11.599724000000002,STABLE,0,0.11282400000000159
629,2004.02.16.19.12.39,12.4787,11.694424000000001,STABLE,0,0.09469999999999956
630,2004.02.16.19.22.39,12.3531,11.785044000000001,STABLE,0,0.09061999999999948
631,2004.02.16.19.32.39,11.6487,11.847544000000001,STABLE,0,0.0625
632,2004.02.16.19.42.39,12.6178,11.932827999999999,STABLE,0,0.08528399999999792
633,2004.02.16.19.52.39,12.4423,12.007384,STABLE,0,0.07455600000000118
634,2004.02.16.20.02.39,11.9891,12.065672,STABLE,0,0.05828799999999923
635,2004.02.16.20.12.39,12.3261,12.120088,STABLE,0,0.054416000000001574
636,2004.02.16.20.22.39,12.3098,12.146368,STABLE,0,0.02627999999999986
637,2004.02.16.20.32.39,12.9201,12.195419999999999,STABLE,0,0.049051999999997875
638,2004.02.16.20.42.39,13.0782,12.249960000000002,STABLE,0,0.05454000000000292
639,2004.02.16.20.52.39,12.5052,12.278104,STABLE,0,0.02814399999999928
640,2004.02.16.21.02.39,12.6762,12.306084,STABLE,0,0.02797999999999945
641,2004.02.16.21.12.39,13.2605,12.342964,STABLE,0,0.036880000000000024
642,2004.02.16.21.22.39,13.8471,12.413624,STABLE,0,0.07066000000000017
643,2004.02.16.21.32.39,13.7431,12.485487999999998,STABLE,0,0.07186399999999793
644,2004.02.16.21.42.39,13.6151,12.571984,WATCH,1,0.08649600000000213
645,2004.02.16.21.52.39,13.3459,12.656016,WATCH,1,0.08403199999999877
646,2004.02.16.22.02.39,13.0456,12.721548,WATCH,1,0.06553200000000103
647,2004.02.16.22.12.39,13.0454,12.746892,WATCH,1,0.025344000000000477
648,2004.02.16.22.22.39,14.3764,12.834404,WATCH,1,0.08751199999999848
649,2004.02.16.22.32.39,16.1822,12.996756,WATCH,1,0.16235200000000027
650,2004.02.16.22.42.39,16.2488,13.151248,WATCH,1,0.15449200000000118
651,2004.02.16.22.52.39,16.5327,13.303924,WATCH,1,0.1526759999999996
652,2004.02.16.23.02.39,17.222,13.471219999999999,WATCH,1,0.16729599999999856
653,2004.02.16.23.12.39,16.9523,13.630496,WATCH,1,0.15927600000000197
654,2004.02.16.23.22.39,17.1881,13.818871999999999,WATCH,1,0.1883759999999981
655,2004.02.16.23.32.39,17.3933,14.02048,WATCH,1,0.20160800000000023
656,2004.02.16.23.42.39,16.4831,14.213856,WATCH,1,0.19337600000000066
657,2004.02.16.23.52.39,17.0998,14.393136,WATCH,1,0.17928000000000033
